,under_pressure,shot_outcome_name,distance_to_goal,shot_angle,gk_name,gk_engage
161,0,Blocked,7.615773106,23.19859051,Wayne Hennessey,0.742781353
162,1,Saved,15.83161394,26.24134965,Łukasz Fabiański,0.774251489
163,0,Saved,11.98707637,70.50693809,Łukasz Fabiański,0.540965698
164,0,Goal,12.04159458,4.763641691,Mathew Ryan,0.581318359
165,0,Saved,7.615773106,66.80140949,Tom Heaton,0.95592526
166,0,Goal,3.605551275,33.69006753,Alisson Ramsés Becker,0.620173673
167,0,Saved,9.486832981,71.56505118,Joe Hart,0.767390962
168,1,Goal,12.16552506,9.462322208,Joe Hart,0.419136822
169,1,Saved,18.97366596,71.56505118,Łukasz Fabiański,0.933928382
170,0,Goal,6.708203932,26.56505118,Łukasz Fabiański,0.421637021
171,0,Off T,5.385164807,21.80140949,Wayne Hennessey,0.830454799
172,1,Blocked,13.41640786,63.43494882,Rui Pedro dos Santos Patrício,0.5
173,1,Goal,16.03121954,3.576334375,Asmir Begović,0.441081091
174,0,Saved,17.80449381,38.15722659,Łukasz Fabiański,0.857330609
175,0,Saved,10.81665383,56.30993247,Jonas Lössl,0.333333333
176,0,Goal,14.4222051,33.69006753,Jonas Lössl,0.5
177,0,Off T,9.486832981,18.43494882,Jonas Lössl,0.53748385
178,0,Off T,10.77032961,68.19859051,Rui Pedro dos Santos Patrício,0.58722022
179,0,Blocked,17.20465053,35.53767779,Rui Pedro dos Santos Patrício,0.617864675
180,0,Blocked,11.3137085,45,Alisson Ramsés Becker,0.625
181,0,Saved,15,36.86989765,Bernd Leno,0.76011695
182,0,Goal,12.80624847,51.34019175,Łukasz Fabiański,0.736670161
183,0,Goal,9.848857802,66.03751103,Łukasz Fabiański,0.867512144
184,0,Saved,4.242640687,45,Łukasz Fabiański,0.666666667
185,0,Off T,15.5241747,14.93141718,Łukasz Fabiański,0.257662651
186,0,Saved,20.80865205,54.78240703,Łukasz Fabiański,0.82680274
187,0,Blocked,13.60147051,53.97262661,Joe Hart,0.857400219
188,0,Off T,5.385164807,21.80140949,Jordan Pickford,0.58722022
189,0,Saved,11.18033989,26.56505118,Asmir Begović,0.282842712
190,0,Off T,14.4222051,56.30993247,Neil Leonard Dula Etheridge,0.80860754
191,1,Saved,10.63014581,48.81407483,Angus Gunn,0.602355259
192,0,Blocked,16.40121947,52.43140797,Angus Gunn,0.879337365
193,1,Saved,15,53.13010235,Angus Gunn,0.721110255
194,0,Saved,12.80624847,51.34019175,Kasper Schmeichel,0.953171855
195,1,Saved,13.89244399,59.74356284,Rui Pedro dos Santos Patrício,0.869756681
196,0,Goal,14.86606875,42.27368901,Kasper Schmeichel,0.475651494
197,1,Goal,12.80624847,38.65980825,Kasper Schmeichel,0.736670161
198,1,Saved,7.280109889,15.9453959,David Button,0.307147558
199,0,Off T,13.60147051,53.97262661,David de Gea Quintana,0.735214622
200,0,Off T,11.18033989,79.69515353,David de Gea Quintana,0.91214034
201,0,Goal,8.246211251,14.03624347,David de Gea Quintana,0.857492926
202,0,Goal,6.708203932,26.56505118,Sergio Rico González,0.954521404
203,0,Saved,7.615773106,66.80140949,Mathew Ryan,0.29361011
204,0,Goal,12.08304597,24.44395478,Kasper Schmeichel,0.523423923
205,0,Off T,8.602325267,35.53767779,David de Gea Quintana,1.071750273
206,0,Goal,9.211405973,20.99285337,Mathew Ryan,0.762250181
207,0,Post,15.55634919,45,Jordan Pickford,0.683331654
208,0,Post,15,53.13010235,Vicente Guaita Panadero,0.565685425
209,0,Blocked,8.602325267,54.46232221,Ben Foster,0.581238194
210,0,Off T,12.80624847,51.34019175,Ben Foster,0.736670161
211,0,Off T,13.92838828,68.96248897,Ben Foster,0.908153218
212,0,Saved,12.04159458,48.36646066,Kepa Arrizabalaga Revuelta,0.58722022
213,0,Off T,12.80624847,38.65980825,Bernd Leno,0.281546253
214,0,Wayward,16.76305461,72.64597536,Bernd Leno,0.680171634
215,0,Blocked,16.40121947,52.43140797,Kepa Arrizabalaga Revuelta,0.964037359
216,0,Saved,11.18033989,26.56505118,Ben Foster,0.721110255
217,0,Goal,12.64911064,71.56505118,Wayne Hennessey,0.745067111
218,0,Saved,11.18033989,26.56505118,Ben Foster,0.282842712
219,0,Saved,8.544003745,69.44395478,Ben Foster,0.261711961
220,0,Off T,19.31320792,21.25050551,Ben Foster,0.278833264
221,0,Blocked,13.45362405,48.0127875,Ederson Santana de Moraes,0.847485719
222,1,Saved,10.63014581,41.18592517,Neil Leonard Dula Etheridge,0.665190105
223,0,Saved,15,36.86989765,Neil Leonard Dula Etheridge,0.76011695
224,0,Saved,6.08276253,9.462322208,Ben Foster,0.838273644
225,0,Blocked,14.4222051,56.30993247,Neil Leonard Dula Etheridge,0.713873507
226,0,Saved,14.4222051,56.30993247,Martin Dúbravka,0.596463939
227,0,Blocked,12.80624847,51.34019175,Martin Dúbravka,0.441726104
228,1,Saved,13.89244399,59.74356284,David de Gea Quintana,0.901926551
229,1,Wayward,10.44030651,73.30075577,David de Gea Quintana,0.789843789
230,0,Saved,18.86796226,32.00538321,Martin Dúbravka,0.191093835
231,0,Goal,3.16227766,18.43494882,Martin Dúbravka,0.447213595
232,0,Saved,10.63014581,48.81407483,Neil Leonard Dula Etheridge,0.470360434
233,1,Off T,18.43908891,40.60129465,Neil Leonard Dula Etheridge,0.843661488
234,0,Goal,8.544003745,20.55604522,Bernd Leno,0.585205736
235,0,Saved,6.32455532,18.43494882,David de Gea Quintana,0.5
236,0,Goal,20.22374842,8.53076561,Ben Foster,0.197787271
237,0,Saved,6.403124237,51.34019175,Ben Foster,0.349215148
238,0,Goal,8.062257748,7.125016349,David de Gea Quintana,0.511408312
239,0,Goal,17.08800749,69.44395478,Sergio Rico González,0.523423923
240,1,Goal,5.021951812,54.72757855,Marcus Bettinelli,0.777610974
241,0,Saved,15.55634919,45,Joe Hart,0.405183358
242,0,Saved,11.225863,64.11972633,Łukasz Fabiański,0.387165135
243,1,Saved,12.0420098,52.083286,Hugo Lloris,0.799972415
244,0,Goal,5.345091206,17.41797079,Angus Gunn,0.898409905
245,1,Off T,11.47911146,71.72289039,Jordan Pickford,0.689253363
246,0,Saved,13.85929291,45,Kasper Schmeichel,0.73164048
247,0,Saved,16.32176461,36.02737339,Bernd Leno,0.491748733
248,1,Saved,14.09822684,58.3392489,Tom Heaton,0.763323331
249,0,Saved,10.19803903,11.30993247,Ben Foster,0.219264505
250,1,Off T,17.02938637,49.76364169,Neil Leonard Dula Etheridge,0.79870585
251,0,Saved,8.062257748,60.2551187,Asmir Begović,0.620173673
252,0,Saved,11.18033989,63.43494882,Rui Pedro dos Santos Patrício,0.4
253,0,Saved,13.60147051,53.97262661,Vicente Guaita Panadero,0.941534113
254,0,Saved,15.55634919,45,Łukasz Fabiański,0.774063017
255,0,Saved,14.76482306,61.69924423,Łukasz Fabiański,0.757228166
256,0,Off T,4.242640687,45,Łukasz Fabiański,0.666666667
257,0,Off T,8.544003745,20.55604522,Łukasz Fabiański,0.682461299
258,0,Goal,10.04987562,84.28940686,Łukasz Fabiański,0.80222463
259,0,Saved,13.41640786,63.43494882,Łukasz Fabiański,0.933928382
260,0,Saved,16.15549442,68.19859051,Bernd Leno,0.804679799
261,0,Saved,14.14213562,81.86989765,Bernd Leno,0.860232527
262,1,Goal,11.18033989,63.43494882,Hugo Lloris,0.64498062
263,0,Goal,8.544003745,20.55604522,Jonas Lössl,0.234082294
264,0,Saved,15.62049935,39.80557109,Jonas Lössl,0.590220853
265,1,Wayward,12.08304597,24.44395478,Łukasz Fabiański,0.843995715
266,0,Saved,8.602325267,35.53767779,Łukasz Fabiański,0.779812867
267,0,Saved,10.77032961,68.19859051,Łukasz Fabiański,0.58722022
268,1,Saved,14.4222051,56.30993247,Artur Boruc,0.693375245
269,1,Blocked,20.51828453,46.97493401,Alisson Ramsés Becker,0.829961508
270,0,Saved,19.02629759,3.012787504,Wayne Hennessey,0.788032027
271,0,Post,7,0,Łukasz Fabiański,0.844791968
272,0,Off T,16.73559082,14.53445508,Jordan Pickford,0.526266647
273,0,Saved,12.59245806,67.10013347,Joe Hart,0.758546354
274,0,Post,20.22374842,8.53076561,Jonas Lössl,0.30077325
275,0,Off T,13.25028302,65.94970147,Rui Pedro dos Santos Patrício,0.813433099
276,0,Goal,7.184705979,34.79602628,Ederson Santana de Moraes,0.768671749
277,1,Saved,15.8113883,71.56505118,Ben Foster,0.8
278,0,Goal,14.2126704,39.28940686,Ben Foster,0.847243638
279,0,Saved,18.35755975,60.64224646,Ben Foster,0.439179164
280,0,Off T,14.76482306,61.69924423,Ben Foster,0.546044996
281,0,Saved,14.56021978,15.9453959,Neil Leonard Dula Etheridge,0.553718136
282,0,Saved,14.14213562,45,Jonas Lössl,0.851469318
283,0,Goal,8.544003745,20.55604522,Sergio Rico González,0.585205736
284,0,Off T,14.4222051,56.30993247,Angus Gunn,0.963267676
285,0,Off T,18.86796226,57.99461679,Sergio Rico González,0.782534057
286,0,Saved,7.280109889,15.9453959,Angus Gunn,0.700404196
287,0,Saved,12.20655562,55.0079798,Jordan Pickford,0.66048589
288,0,Wayward,16.1245155,29.7448813,Alisson Ramsés Becker,0.894427191
289,0,Off T,12.00708124,7.657709694,Neil Leonard Dula Etheridge,0.460705359
290,0,Off T,7.280109889,15.9453959,Hugo Lloris,0.868744486
291,0,Saved,7.280109889,15.9453959,Bernd Leno,0.835531692
292,0,Off T,13.92838828,68.96248897,Bernd Leno,0.681114914
293,1,Blocked,20.51828453,43.02506599,Hugo Lloris,0.896019172
294,0,Off T,7.211102551,56.30993247,Martin Dúbravka,0.746787994
295,0,Saved,12.52996409,61.38954033,Tom Heaton,0.287754318
296,0,Saved,9.433981132,32.00538321,Rui Pedro dos Santos Patrício,0.678729812
297,1,Off T,19.84943324,40.91438322,Martin Dúbravka,0.21374115
298,0,Blocked,13.60147051,53.97262661,Martin Dúbravka,0.781543864
299,0,Saved,7.810249676,39.80557109,Asmir Begović,0.286299167
300,0,Off T,19.23538406,62.10272897,Asmir Begović,0.562331056
301,0,Saved,3.605551275,56.30993247,Martin Dúbravka,1
302,0,Saved,14.2126704,50.71059314,Asmir Begović,0.507371405
303,0,Goal,5.656854249,45,Łukasz Fabiański,0.559016994
304,0,Goal,4.242640687,45,Łukasz Fabiański,0.849836586
305,0,Goal,17.4642492,23.62937773,Joe Hart,0.461643536
306,0,Saved,12.04159458,48.36646066,Joe Hart,0.71438423
307,0,Goal,12.20655562,34.9920202,Łukasz Fabiański,0.40961596
308,0,Goal,9.486832981,18.43494882,Joe Hart,0.53748385
309,1,Off T,13.03840481,32.47119229,Jordan Pickford,0.618346942
310,0,Saved,8.94427191,26.56505118,Jordan Pickford,0.559016994
311,0,Off T,13.89244399,30.25643716,Jordan Pickford,0.419721102
312,0,Post,3.605551275,33.69006753,Jordan Pickford,0.620173673
313,0,Goal,4.472135955,26.56505118,Asmir Begović,0.948683298
314,0,Blocked,12.64911064,71.56505118,Asmir Begović,0.825378701
315,0,Blocked,11.80677771,88.05851361,Wilfredo Daniel Caballero,0.635736336
316,0,Goal,5,36.86989765,Hugo Lloris,0.447213595
317,0,Goal,18.43908891,12.52880771,Kasper Schmeichel,0.553066319
318,0,Off T,10.76289924,48.0127875,David de Gea Quintana,0.841351846
319,0,Blocked,11.18033989,63.43494882,David de Gea Quintana,0.64498062
320,0,Goal,5,0,David de Gea Quintana,0.824621125
321,0,Goal,16.2788206,42.51044708,Wayne Hennessey,0.614295117
322,0,Post,7.211102551,33.69006753,Rui Pedro dos Santos Patrício,0.80860754
323,0,Off T,19.84943324,40.91438322,Jordan Pickford,0.21374115
324,0,Goal,10,0,Jordan Pickford,0.8
325,0,Goal,16.1245155,60.2551187,Jordan Pickford,0.361620285
326,0,Off T,9.899494937,45,Jordan Pickford,0.677630927
327,0,Saved,10,36.86989765,Ederson Santana de Moraes,0.670820393
328,0,Off T,13.03840481,57.52880771,Łukasz Fabiański,0.723553323
329,1,Saved,17.08800749,69.44395478,Łukasz Fabiański,0.795965856
330,1,Off T,11.18033989,79.69515353,Martin Dúbravka,0.632455532
