,duration,play_pattern_name,under_pressure,shot_outcome_name,shot_first_time,distance_to_goal,shot_angle,gk_name,gk_engage,assist_type,player_name
83,0.573,From Free Kick,0,Saved,1,8.54400374531753,20.556045219583467,Eiji Kawashima,0.8520724131552869,Pass,Radamel Falcao García Zárate
84,1.32,Regular Play,0,Off T,1,15.620499351813308,39.8055710922652,David Ospina Ramírez,0.7814446478829566,Pass,Takashi Inui
85,1.88,From Throw In,0,Wayward,0,16.1245154965971,60.25511870305777,David Ospina Ramírez,0.6385078759829887,Other,Yūya Ōsako
86,0.773,Regular Play,0,Saved,1,12.083045973594572,24.443954780416536,Eiji Kawashima,0.8640459145588002,Pass,Radamel Falcao García Zárate
87,0.427,Regular Play,0,Saved,0,10.44030650891055,73.30075576600639,David Ospina Ramírez,0.7898437889919591,Pass,Yūya Ōsako
88,0.96,Regular Play,1,Off T,0,20.248456731316587,57.094757077012105,Hugo Lloris,0.9318222378366108,Pass,Eden Hazard
89,0.373,Regular Play,0,Saved,1,14.317821063276353,65.22485943116808,Thibaut Courtois,0.4685212856658182,Pass,Benjamin Pavard
90,0.693,Regular Play,0,Goal,1,7.0710678118654755,8.130102354155978,Jordan Pickford,0.7211102550927978,Cross,Thomas Meunier
91,0.467,Regular Play,0,Goal,0,9.433981132056603,32.005383208083494,Jordan Pickford,0.678729811709616,Pass,Eden Hazard
92,0.38,Regular Play,0,Saved,0,14.0,0.0,Manuel Neuer,0.2857142857142857,Pass,Marcus Berg
93,0.973,Regular Play,1,Saved,1,23.021728866442675,55.619655276155136,Manuel Neuer,0.9038700858394816,Pass,John Guidetti
94,0.56,Regular Play,0,Saved,0,9.055385138137417,6.340191745909909,Vladimir Stojković,0.7808688094430303,Pass,Blerim Džemaili
95,0.3986,Regular Play,0,Wayward,1,10.04987562112089,5.710593137499643,Neil Leonard Dula Etheridge,1.0,Cross,Morgan Gibbs-White
96,1.0365,Regular Play,0,Goal,1,7.017834423809103,32.78428086586911,Angus Gunn,0.8411980820222843,Cross,Ayoze Pérez Gutiérrez
97,1.185678,From Corner,0,Off T,0,4.47213595499958,63.43494882292202,Ederson Santana de Moraes,0.5,Pass,Callum Wilson
98,0.9819,From Throw In,1,Saved,0,15.231546211727817,66.80140948635182,Ederson Santana de Moraes,0.9144434900811116,Pass,Eden Hazard
99,1.201248,From Free Kick,0,Goal,1,7.810249675906654,39.8055710922652,Kepa Arrizabalaga Revuelta,0.7242859683401484,Other,Sergio Leonel Agüero del Castillo
100,0.3099,Regular Play,0,Saved,1,13.152946437965905,8.746162262555211,Ederson Santana de Moraes,0.46246387142126266,Pass,Pedro Eliezer Rodríguez Ledesma
101,0.3643,Regular Play,0,Saved,0,11.313708498984761,45.0,Kepa Arrizabalaga Revuelta,0.814900300650331,Pass,Gabriel Fernando de Jesus
102,0.1656,From Counter,0,Saved,0,17.029386365926403,40.236358309273825,Marcus Bettinelli,0.37819899888632796,Pass,Raheem Shaquille Sterling
103,0.4507,From Counter,0,Saved,1,17.46424919657298,76.7594800848128,Marcus Bettinelli,0.8263091947000842,Pass,Bernardo Mota Veiga de Carvalho e Silva
104,1.177693,Regular Play,0,Wayward,1,8.602325267042627,54.46232220802562,Asmir Begović,0.744348073184887,Pass,Kyle Walker-Peters
105,1.199596,Regular Play,0,Goal,0,9.848857801796104,66.03751102542182,Asmir Begović,0.8675121437695433,Pass,Harry Kane
106,0.703574,From Corner,1,Blocked,0,16.1245154965971,60.25511870305777,Hugo Lloris,0.7770753849184479,Pass,Joshua King
107,0.335188,Regular Play,0,Off T,1,12.083045973594572,65.55604521958347,Hugo Lloris,0.7851358838853205,Pass,Junior Stanislas
108,0.6534,From Throw In,0,Off T,1,18.439088914585774,40.60129464500447,Jonas Lössl,0.8828430011649196,Pass,Joshua King
109,0.585651,Regular Play,0,Off T,1,8.54400374531753,20.556045219583467,Jonas Lössl,0.7851358838853206,Cross,Joshua King
110,0.4677,From Throw In,0,Saved,0,16.76305461424021,72.64597536373867,Łukasz Fabiański,0.6982438571056426,Pass,Dominic Calvert-Lewin
111,0.91618,From Counter,1,Off T,0,21.400934559032695,52.59464336859145,Łukasz Fabiański,0.803920524434466,Pass,Dominic Calvert-Lewin
112,0.718877,Regular Play,0,Off T,0,9.848857801796104,66.03751102542182,Asmir Begović,0.5467806435536544,Cross,James Maddison
113,0.7778,From Counter,1,Off T,0,24.413111231467404,34.99202019855866,Angus Gunn,0.590756539185648,Pass,Harry Kane
114,0.6928,Regular Play,0,Goal,0,9.219544457292887,77.47119229084849,Angus Gunn,0.3429971702850177,Pass,Harry Kane
115,0.2819,Regular Play,1,Off T,0,9.219544457292887,77.47119229084849,Hugo Lloris,0.6859943405700354,Cross,Nathan Redmond
116,0.777197,Regular Play,0,Off T,1,14.422205101855956,56.309932474020215,Mathew Ryan,0.6864064729836441,Pass,Harvey Lewis Barnes
117,0.2003,From Corner,0,Blocked,0,11.40175425099138,52.1250163489018,Jordan Pickford,0.7071067811865475,Pass,Gonzalo Gerardo Higuaín
118,0.5701,Regular Play,0,Wayward,1,10.295630140987,29.054604099077146,Kepa Arrizabalaga Revuelta,0.835531691527718,Cross,Dominic Calvert-Lewin
119,0.6769,Other,0,Goal,1,7.0,0.0,Kepa Arrizabalaga Revuelta,0.769309258162072,Other,Gylfi Þór Sigurðsson
120,0.4196,From Keeper,1,Saved,0,12.529964086141668,28.610459665965216,Sergio Rico González,0.8216807382851261,Other,Eden Hazard
121,0.603058,From Free Kick,0,Off T,0,7.211102550927978,56.309932474020215,Sergio Rico González,0.31008683647302115,Other,Gonzalo Gerardo Higuaín
122,0.459172,Regular Play,0,Off T,0,17.4928556845359,59.03624346792648,Sergio Rico González,0.6978023391872252,Pass,Willian Borges da Silva
123,0.5968,From Throw In,0,Saved,0,17.08800749063506,69.44395478041653,Sergio Rico González,0.8699708702413509,Pass,Willian Borges da Silva
124,0.1261,From Counter,0,Blocked,0,13.601470508735444,53.97262661489639,Łukasz Fabiański,0.5927489783638191,Pass,El-Hadji Baye Oumar Niasse
125,0.799607,From Throw In,0,Off T,1,8.602325267042627,54.46232220802562,Łukasz Fabiański,0.4191368221424546,Pass,El-Hadji Baye Oumar Niasse
126,0.7613,Regular Play,0,Goal,1,2.8284271247461903,45.0,Łukasz Fabiański,0.5,Pass,Víctor Camarasa Ferrando
127,1.123701,From Throw In,1,Off T,0,13.0,22.61986494804043,Łukasz Fabiański,0.7297563831157798,Other,El-Hadji Baye Oumar Niasse
128,0.4585,Regular Play,0,Saved,1,3.0,0.0,Łukasz Fabiański,1.414213562373095,Cross,El-Hadji Baye Oumar Niasse
129,0.227442,From Free Kick,1,Blocked,0,10.198039027185569,78.69006752597979,Ben Hamer,0.80860754006264,Pass,Wilfried Zaha
130,3.202523943223441,Regular Play,0,Saved,0,11.180339887498949,79.69515353123397,Vicente Guaita Panadero,0.5440588203494177,Pass,Karlan Grant
131,0.821837,Regular Play,0,Off T,0,16.0,0.0,Ben Hamer,0.6281172263200556,Pass,Wilfried Zaha
132,1.009322,Regular Play,0,Goal,0,12.206555615733702,55.00797980144134,Ben Hamer,0.295378269592824,Pass,Patrick van Aanholt
133,0.579616,Regular Play,1,Saved,0,14.773286702694158,66.03751102542182,Ben Foster,0.729857429314011,Pass,Eden Hazard
134,1.993881,Regular Play,0,Wayward,1,8.188406438373711,81.57303097851931,Bernd Leno,1.3634736530951244,Other,Pascal Groß
135,0.4923,Regular Play,0,Off T,0,5.954829972383766,49.085616779974835,Neil Leonard Dula Etheridge,0.4895985210230213,Cross,Gabriel Fernando de Jesus
136,0.2122,Regular Play,0,Saved,0,9.433981132056603,32.005383208083494,Łukasz Fabiański,0.3821876708246056,Other,Ryan Guno Babel
137,0.552712,Regular Play,0,Goal,1,5.0990195135927845,11.309932474020215,Łukasz Fabiański,1.0,Cross,Ryan Guno Babel
138,1.385243,From Counter,0,Goal,1,23.345235059857504,46.73570458892839,Vicente Guaita Panadero,0.7578337064326873,Other,Glenn Murray
139,0.724606,From Throw In,0,Goal,1,8.06225774829855,7.125016348901798,Asmir Begović,0.5114083119567588,Other,Mohamed Salah
140,1.440067,From Free Kick,0,Off T,0,7.280109889280518,15.945395900922854,Alisson Ramsés Becker,0.27472112789737807,Cross,Joshua King
141,2.36201,From Throw In,0,Wayward,0,13.038404810405298,57.52880770915151,David de Gea Quintana,0.8944271909999159,Other,Kouassi Ryan Sessegnon
142,0.711379,From Free Kick,0,Post,0,14.422205101855956,56.309932474020215,Kasper Schmeichel,0.6933752452815365,Other,Eden Hazard
143,0.840171,Regular Play,0,Saved,0,14.212670403551895,50.71059313749964,Kasper Schmeichel,0.9569961254667733,Pass,Willian Borges da Silva
144,0.6852,From Free Kick,0,Post,0,13.416407864998739,26.565051177077994,Kasper Schmeichel,0.3073181485764296,Pass,Marcos Alonso Mendoza
145,0.3916,Regular Play,0,Saved,1,6.2072538211354,2.7702157972001653,Kasper Schmeichel,0.884741021609112,Cross,Karlan Grant
146,0.584,Regular Play,0,Saved,0,10.56882207249228,69.50740523012969,Alex McCarthy,0.5459216415155401,Pass,Christian Benteke Liolo
147,0.457022,From Counter,0,Off T,0,8.48528137423857,45.0,Martin Dúbravka,0.9204467514322717,Pass,Fabián Cornelio Balbuena González
148,0.635913,From Goal Kick,0,Goal,0,16.401219466856727,52.43140797117251,Martin Dúbravka,0.6097107608496923,Pass,Javier Hernández Balcázar
149,0.3103,From Counter,0,Saved,0,9.433981132056603,57.9946167919165,Martin Dúbravka,0.711068194709966,Pass,Felipe Anderson Pereira Gomes
150,0.2603,From Counter,0,Goal,0,13.416407864998739,63.43494882292202,Martin Dúbravka,0.5676462121975467,Pass,Felipe Anderson Pereira Gomes
151,0.1834,From Counter,0,Saved,0,17.4928556845359,30.96375653207352,Neil Leonard Dula Etheridge,0.5393048054696105,Pass,Jamie Vardy
152,0.6886,From Free Kick,1,Saved,0,17.204650534085253,54.46232220802562,Rui Pedro dos Santos Patrício,0.8382736442849092,Pass,Harry Kane
153,2.4217,From Counter,1,Saved,0,21.02379604162864,25.34617594194669,Rui Pedro dos Santos Patrício,0.7684385060345174,Pass,Harry Kane
154,0.8292,From Throw In,0,Off T,0,13.0,0.0,Hugo Lloris,0.38461538461538464,Pass,Hélder Wander Sousa Azevedo Costa
155,0.6419,From Kick Off,0,Saved,1,6.082762530298219,9.462322208025617,Jordan Pickford,0.6778343894045651,Cross,Álvaro Borja Morata Martín
156,1.042014,From Goal Kick,0,Off T,0,17.804493814764857,51.84277341263094,Jordan Pickford,0.8100317398462602,Pass,Willian Borges da Silva
157,1.281505,From Throw In,0,Off T,0,19.79898987322333,45.0,Jordan Pickford,0.7178482586514922,Pass,Eden Hazard
158,0.1483,Regular Play,0,Blocked,0,15.231546211727817,66.80140948635182,David de Gea Quintana,0.9144434900811116,Other,Wilfried Zaha
159,0.6099,From Counter,0,Off T,0,10.63014581273465,41.18592516570965,David de Gea Quintana,0.798228126285287,Pass,Andros Townsend
160,1.146968,From Corner,0,Off T,0,10.63014581273465,41.18592516570965,David de Gea Quintana,0.931266147332835,Other,Wilfried Zaha
161,0.1019,From Counter,0,Blocked,0,7.615773105863909,23.198590513648185,Wayne Hennessey,0.7427813527082074,Pass,Marcus Rashford
162,1.05074,Regular Play,1,Saved,0,15.831613941730643,26.241349652157762,Łukasz Fabiański,0.7742514892825462,Pass,Ruben Loftus-Cheek
163,0.502067,From Goal Kick,0,Saved,0,11.9870763741623,70.50693808884901,Łukasz Fabiański,0.5409656977515137,Pass,Olivier Giroud
164,0.7299,From Counter,0,Goal,0,12.041594578792296,4.763641690726177,Mathew Ryan,0.5813183589761798,Pass,Chris Wood
165,0.7654,Regular Play,0,Saved,1,7.615773105863909,66.80140948635182,Tom Heaton,0.9559252603882145,Other,Pascal Groß
166,0.529957,From Corner,0,Goal,0,3.605551275463989,33.690067525979785,Alisson Ramsés Becker,0.6201736729460423,Other,Jack Cork
167,0.3918,Regular Play,0,Saved,1,9.486832980505138,71.56505117707799,Joe Hart,0.7673909622147559,Other,Mohamed Salah
168,0.744715,From Counter,1,Goal,1,12.165525060596439,9.462322208025617,Joe Hart,0.4191368221424547,Pass,Xherdan Shaqiri
169,1.5545,Regular Play,1,Saved,0,18.973665961010276,71.56505117707799,Łukasz Fabiański,0.93392838174146,Other,Wilfried Zaha
170,1.976788,From Free Kick,0,Goal,1,6.708203932499369,26.565051177077994,Łukasz Fabiański,0.4216370213557839,Pass,James McArthur
171,0.0165,Regular Play,0,Off T,1,5.385164807134504,21.80140948635181,Wayne Hennessey,0.8304547985373998,Cross,Javier Hernández Balcázar
172,0.106397,Regular Play,1,Blocked,0,13.416407864998739,63.43494882292202,Rui Pedro dos Santos Patrício,0.5,Pass,Joshua King
173,0.905071,Regular Play,1,Goal,0,16.0312195418814,3.576334374997351,Asmir Begović,0.44108109139123086,Pass,Ivan Ricardo Neves Abreu Cavaleiro
174,1.217327,Regular Play,0,Saved,0,17.804493814764857,38.15722658736906,Łukasz Fabiański,0.8573306088497379,Other,Calum Chambers
175,0.351582,From Free Kick,0,Saved,0,10.816653826391969,56.309932474020215,Jonas Lössl,0.3333333333333333,Pass,Fabian Lukas Schär
176,0.4538,From Throw In,0,Goal,0,14.422205101855956,33.690067525979785,Jonas Lössl,0.5,Pass,Nathan Redmond
177,0.54935,Regular Play,0,Off T,1,9.486832980505138,18.43494882292201,Jonas Lössl,0.5374838498865699,Pass,Pierre-Emerick Aubameyang
178,0.376168,From Throw In,0,Off T,0,10.770329614269007,68.19859051364818,Rui Pedro dos Santos Patrício,0.5872202195147036,Pass,Cyrus Christie
179,2.7211,From Keeper,0,Blocked,0,17.204650534085253,35.53767779197438,Rui Pedro dos Santos Patrício,0.6178646751164504,Pass,Aleksandar Mitrović
180,0.0066,Regular Play,0,Blocked,0,11.313708498984761,45.0,Alisson Ramsés Becker,0.625,Pass,Aaron Ramsey
181,0.5469,Regular Play,0,Saved,0,15.0,36.86989764584402,Bernd Leno,0.7601169500660919,Pass,Fábio Henrique Tavares
182,0.641563,Regular Play,0,Goal,0,12.806248474865697,51.34019174590991,Łukasz Fabiański,0.7366701614897051,Pass,Chris Wood
183,0.547,From Free Kick,0,Goal,1,9.848857801796104,66.03751102542182,Łukasz Fabiański,0.8675121437695433,Pass,Dwight McNeil
184,0.283,From Free Kick,0,Saved,0,4.242640687119285,45.0,Łukasz Fabiański,0.6666666666666667,Cross,Ashley Barnes
185,1.1293,From Counter,0,Off T,0,15.524174696260024,14.931417178137552,Łukasz Fabiański,0.25766265056033233,Pass,Chris Wood
186,0.7575,Regular Play,0,Saved,0,20.808652046684813,54.782407031807296,Łukasz Fabiański,0.8268027402969746,Pass,Ashley Barnes
187,0.1439,From Counter,0,Blocked,0,13.601470508735444,53.97262661489639,Joe Hart,0.857400218763172,Other,Bernard Anício Caldeira Duarte
188,0.916754,From Free Kick,0,Off T,1,5.385164807134504,21.80140948635181,Jordan Pickford,0.5872202195147036,Cross,James Tarkowski
189,0.4085,From Free Kick,0,Saved,0,11.180339887498949,26.565051177077994,Asmir Begović,0.282842712474619,Pass,Marcus Rashford
190,1.289689,From Throw In,0,Off T,0,14.422205101855956,56.309932474020215,Neil Leonard Dula Etheridge,0.80860754006264,Pass,Moussa Sissoko
191,0.3235,Regular Play,1,Saved,0,10.63014581273465,48.81407483429035,Angus Gunn,0.6023552593005889,Pass,Eden Hazard
192,0.2227,Regular Play,0,Blocked,0,16.401219466856727,52.43140797117251,Angus Gunn,0.8793373645782909,Pass,Álvaro Borja Morata Martín
193,0.652309,From Counter,1,Saved,0,15.0,53.13010235415598,Angus Gunn,0.7211102550927979,Pass,Álvaro Borja Morata Martín
194,0.3465,Regular Play,0,Saved,0,12.806248474865697,51.34019174590991,Kasper Schmeichel,0.9531718551058113,Pass,Raúl Alonso Jiménez Rodríguez
195,0.4683,Regular Play,1,Saved,0,13.892443989449804,59.743562836470744,Rui Pedro dos Santos Patrício,0.8697566808813968,Pass,Harvey Lewis Barnes
196,0.804277,From Counter,0,Goal,0,14.866068747318506,42.27368900609374,Kasper Schmeichel,0.4756514941544941,Pass,Diogo José Teixeira da Silva
197,0.7083,From Counter,1,Goal,0,12.806248474865697,38.659808254090095,Kasper Schmeichel,0.7366701614897051,Pass,Jamie Vardy
198,0.4296,From Free Kick,1,Saved,0,7.280109889280518,15.945395900922854,David Button,0.3071475584169756,Pass,Anthony Martial
199,0.5016,From Free Kick,0,Off T,1,13.601470508735444,53.97262661489639,David de Gea Quintana,0.7352146220938077,Pass,Glenn Murray
200,0.4711,From Free Kick,0,Off T,0,11.180339887498949,79.69515353123397,David de Gea Quintana,0.9121403400793103,Other,Lewis Dunk
201,0.5245,From Throw In,0,Goal,0,8.246211251235321,14.036243467926479,David de Gea Quintana,0.8574929257125442,Pass,Pascal Groß
202,0.49767,From Throw In,0,Goal,0,6.708203932499369,26.565051177077994,Sergio Rico González,0.9545214042184235,Other,Glenn Murray
203,0.1867,Regular Play,0,Saved,0,7.615773105863909,66.80140948635182,Mathew Ryan,0.29361010975735174,Pass,Luciano Vietto
204,0.790498,Regular Play,0,Goal,0,12.083045973594572,24.443954780416536,Kasper Schmeichel,0.5234239225902138,Pass,Marcus Rashford
205,1.472221,From Free Kick,0,Off T,0,8.602325267042627,35.53767779197438,David de Gea Quintana,1.071750273453965,Other,Harry Maguire
206,0.3195,Regular Play,0,Goal,0,9.211405973031473,20.99285337311419,Mathew Ryan,0.7622501812615293,Pass,David Brooks
207,1.0171,Regular Play,0,Post,0,15.556349186104045,45.0,Jordan Pickford,0.683331653562405,Pass,David Brooks
208,0.797928,From Throw In,0,Post,0,15.0,53.13010235415598,Vicente Guaita Panadero,0.565685424949238,Pass,Gerard Deulofeu Lázaro
209,0.481986,Regular Play,0,Blocked,1,8.602325267042627,54.46232220802562,Ben Foster,0.5812381937190965,Pass,Jordan Ayew
210,1.698335,From Counter,0,Off T,0,12.806248474865697,51.34019174590991,Ben Foster,0.7366701614897051,Pass,Wilfried Zaha
211,1.049439,From Corner,0,Off T,0,13.92838827718412,68.96248897457819,Ben Foster,0.9081532183729997,Pass,Wilfried Zaha
212,0.317,Regular Play,0,Saved,0,12.041594578792296,48.366460663429805,Kepa Arrizabalaga Revuelta,0.5872202195147035,Other,Pierre-Emerick Aubameyang
213,2.639889,From Throw In,0,Off T,0,12.806248474865697,38.659808254090095,Bernd Leno,0.28154625318573645,Pass,Pedro Eliezer Rodríguez Ledesma
214,0.436295,From Throw In,0,Wayward,0,16.76305461424021,72.64597536373867,Bernd Leno,0.6801716341904411,Pass,Eden Hazard
215,0.2198,From Free Kick,0,Blocked,1,16.401219466856727,52.43140797117251,Kepa Arrizabalaga Revuelta,0.9640373590996236,Pass,Sead Kolašinac
216,0.3774,From Throw In,0,Saved,0,11.180339887498949,26.565051177077994,Ben Foster,0.7211102550927978,Pass,Sadio Mané
217,0.42482,From Throw In,0,Goal,0,12.649110640673518,71.56505117707799,Wayne Hennessey,0.7450671110712105,Pass,Matt Doherty
218,0.0832,From Free Kick,0,Saved,0,11.180339887498949,26.565051177077994,Ben Foster,0.282842712474619,Pass,Riyad Mahrez
219,0.1937,From Throw In,0,Saved,0,8.54400374531753,69.44395478041653,Ben Foster,0.2617119612951069,Pass,Gabriel Fernando de Jesus
220,1.252892,From Counter,0,Off T,0,19.313207915827967,21.25050550713324,Ben Foster,0.27883326429273,Pass,Gabriel Fernando de Jesus
221,0.493747,From Corner,0,Blocked,0,13.45362404707371,48.01278750418334,Ederson Santana de Moraes,0.8474857191710636,Pass,Abdoulaye Doucouré
222,0.2754,From Throw In,1,Saved,0,10.63014581273465,41.18592516570965,Neil Leonard Dula Etheridge,0.6651901052377392,Pass,Roberto Maximiliano Pereyra
223,0.9351,From Free Kick,0,Saved,0,15.0,36.86989764584402,Neil Leonard Dula Etheridge,0.7601169500660919,Other,José Holebas
224,0.4653,From Throw In,0,Saved,0,6.082762530298219,9.462322208025617,Ben Foster,0.8382736442849094,Other,Souleymane Bamba
225,0.0871,From Throw In,0,Blocked,0,14.422205101855956,56.309932474020215,Neil Leonard Dula Etheridge,0.7138735074334841,Pass,Stefano Okaka Chuka
226,0.2219,From Free Kick,0,Saved,0,14.422205101855956,56.309932474020215,Martin Dúbravka,0.596463939202724,Pass,Gerard Deulofeu Lázaro
227,0.0462,Regular Play,0,Blocked,1,12.806248474865697,51.34019174590991,Martin Dúbravka,0.4417261042993862,Pass,Isaac Ajayi Success
228,0.636098,From Throw In,1,Saved,0,13.892443989449804,59.743562836470744,David de Gea Quintana,0.9019265505520245,Pass,Christian Atsu Twasam
229,1.6793,Regular Play,1,Wayward,0,10.44030650891055,73.30075576600639,David de Gea Quintana,0.7898437889919591,Pass,Christian Atsu Twasam
230,0.1697,Regular Play,0,Saved,0,18.867962264113206,32.005383208083494,Martin Dúbravka,0.1910938354123028,Other,Marcus Rashford
231,0.5595,From Free Kick,0,Goal,0,3.1622776601683795,18.43494882292201,Martin Dúbravka,0.4472135954999579,Other,Romelu Lukaku Menama
232,0.2226,From Free Kick,0,Saved,0,10.63014581273465,48.81407483429035,Neil Leonard Dula Etheridge,0.4703604341917986,Pass,Ayoze Pérez Gutiérrez
233,1.043814,Regular Play,1,Off T,0,18.439088914585774,40.60129464500447,Neil Leonard Dula Etheridge,0.8436614877321075,Pass,Christian Atsu Twasam
234,0.6675,From Kick Off,0,Goal,0,8.54400374531753,20.556045219583467,Bernd Leno,0.5852057359806528,Other,Jesse Lingard
235,0.3571,From Free Kick,0,Saved,1,6.324555320336759,18.43494882292201,David de Gea Quintana,0.5,Cross,Pierre-Emerick Aubameyang
236,1.450714,From Counter,0,Goal,0,20.223748416156685,8.530765609948133,Ben Foster,0.1977872705736595,Pass,Marcus Rashford
237,0.0702,Regular Play,0,Saved,1,6.4031242374328485,51.34019174590991,Ben Foster,0.34921514788478913,Cross,Anthony Martial
238,0.655,From Free Kick,0,Goal,0,8.06225774829855,7.125016348901798,David de Gea Quintana,0.5114083119567588,Pass,Abdoulaye Doucouré
239,0.6798,From Counter,0,Goal,0,17.08800749063506,69.44395478041653,Sergio Rico González,0.5234239225902138,Pass,Jamie Vardy
240,0.5473,From Corner,1,Goal,1,5.021951811795892,54.727578551401564,Marcus Bettinelli,0.7776109736419039,Pass,James Tarkowski
241,0.259,From Counter,0,Saved,0,15.556349186104045,45.0,Joe Hart,0.4051833581466649,Pass,Romelu Lukaku Menama
242,0.247701,From Throw In,0,Saved,1,11.225862995778993,64.11972632993114,Łukasz Fabiański,0.38716513501495375,Other,Christian Dannemann Eriksen
243,0.312599,From Counter,1,Saved,0,12.042009799032721,52.08328599975255,Hugo Lloris,0.799972415219894,Pass,Michail Antonio
244,0.393057,From Corner,0,Goal,1,5.345091205957102,17.417970792202873,Angus Gunn,0.8984099047861454,Other,Callum Wilson
245,0.75654,From Corner,1,Off T,0,11.479111463872103,71.7228903907799,Jordan Pickford,0.6892533627574107,Other,James McArthur
246,0.326265,From Counter,0,Saved,1,13.85929291125633,45.000000000000014,Kasper Schmeichel,0.7316404804180956,Pass,Alex Iwobi
247,0.322,From Counter,0,Saved,0,16.321764610482536,36.0273733851036,Bernd Leno,0.4917487334165865,Pass,Harvey Lewis Barnes
248,0.6303,Regular Play,1,Saved,0,14.09822683886169,58.33924890336338,Tom Heaton,0.7633233309330918,Other,Sergio Leonel Agüero del Castillo
249,0.1957,Regular Play,0,Saved,1,10.198039027185569,11.309932474020215,Ben Foster,0.21926450482675733,Pass,El-Hadji Baye Oumar Niasse
250,1.194753,Regular Play,1,Off T,1,17.029386365926403,49.76364169072618,Neil Leonard Dula Etheridge,0.7987058497862393,Pass,Gerard Deulofeu Lázaro
251,0.824591,From Throw In,0,Saved,1,8.06225774829855,60.25511870305777,Asmir Begović,0.6201736729460423,Pass,Yves Bissouma
252,0.1765,From Throw In,0,Saved,0,11.180339887498949,63.43494882292202,Rui Pedro dos Santos Patrício,0.4,Pass,Theo Walcott
253,0.5136,From Counter,0,Saved,1,13.601470508735444,53.97262661489639,Vicente Guaita Panadero,0.9415341132887785,Pass,Robert Snodgrass
254,0.4583,From Throw In,0,Saved,0,15.556349186104045,45.0,Łukasz Fabiański,0.7740630166330182,Pass,James McArthur
255,0.391,From Throw In,0,Saved,0,14.7648230602334,61.69924423399362,Łukasz Fabiański,0.7572281660192284,Pass,Christian Benteke Liolo
256,0.422,From Free Kick,0,Off T,0,4.242640687119285,45.0,Łukasz Fabiański,0.6666666666666667,Pass,James McArthur
257,0.498846,Regular Play,0,Off T,1,8.54400374531753,20.556045219583467,Łukasz Fabiański,0.6824612990181453,Pass,Michy Batshuayi Tunga
258,0.8652,Regular Play,0,Goal,0,10.04987562112089,84.28940686250036,Łukasz Fabiański,0.8022246296615703,Pass,Wilfried Zaha
259,0.6235,From Throw In,0,Saved,1,13.416407864998739,63.43494882292202,Łukasz Fabiański,0.93392838174146,Pass,Wilfried Zaha
260,0.4127,From Free Kick,0,Saved,0,16.15549442140351,68.19859051364818,Bernd Leno,0.8046797987672248,Pass,Heung-Min Son
261,0.4767,From Throw In,0,Saved,0,14.142135623730951,81.86989764584403,Bernd Leno,0.8602325267042626,Pass,Heung-Min Son
262,0.454694,From Throw In,1,Goal,0,11.180339887498949,63.43494882292202,Hugo Lloris,0.6449806198638839,Pass,Lucas Torreira Di Pascua
263,0.902059,From Counter,0,Goal,0,8.54400374531753,20.556045219583467,Jonas Lössl,0.23408229439226114,Pass,Leroy Sané
264,0.2718,Regular Play,0,Saved,0,15.620499351813308,39.8055710922652,Jonas Lössl,0.590220853357203,Pass,Bernardo Mota Veiga de Carvalho e Silva
265,0.9349,Regular Play,1,Wayward,1,12.083045973594572,24.443954780416536,Łukasz Fabiański,0.8439957151095541,Cross,Raúl Alonso Jiménez Rodríguez
266,0.6751,Regular Play,0,Saved,1,8.602325267042627,35.53767779197438,Łukasz Fabiański,0.7798128673650546,Cross,Leander Dendoncker
267,0.4787,Regular Play,0,Saved,0,10.770329614269007,68.19859051364818,Łukasz Fabiański,0.5872202195147036,Other,Matt Doherty
268,0.4118,From Counter,1,Saved,0,14.422205101855956,56.309932474020215,Artur Boruc,0.6933752452815365,Pass,Kenneth Dahrup Zohorè
269,0.900323,From Counter,1,Blocked,0,20.518284528683193,46.97493401088198,Alisson Ramsés Becker,0.8299615078502521,Pass,Harry Kane
270,0.538021,Regular Play,0,Saved,0,19.026297590440446,3.01278750418334,Wayne Hennessey,0.7880320267210726,Other,Ayoze Pérez Gutiérrez
271,0.5671,From Throw In,0,Post,0,7.0,0.0,Łukasz Fabiański,0.8447919681127162,Cross,El-Hadji Baye Oumar Niasse
272,0.35241,From Counter,0,Off T,0,16.735590817177627,14.534455080540127,Jordan Pickford,0.5262666470841479,Pass,Jamie Vardy
273,0.782525,From Throw In,0,Saved,0,12.592458060283548,67.1001334715344,Joe Hart,0.7585463539588362,Pass,Adama Traoré Diarra
274,1.7198,Regular Play,0,Post,0,20.223748416156685,8.530765609948133,Jonas Lössl,0.3007732496038529,Pass,Miguel Ángel Almirón Rejala
275,0.808,Regular Play,0,Off T,1,13.250283015845362,65.94970147039483,Rui Pedro dos Santos Patrício,0.8134330990428426,Other,Robert Snodgrass
276,0.392,Regular Play,0,Goal,1,7.184705978674429,34.7960262782683,Ederson Santana de Moraes,0.7686717487098285,Pass,DeAndre Yedlin
277,0.5172,Regular Play,1,Saved,1,15.811388300841896,71.56505117707799,Ben Foster,0.8,Pass,David Josué Jiménez Silva
278,1.9304,From Goal Kick,0,Goal,1,14.212670403551895,39.28940686250036,Ben Foster,0.8472436380275853,Other,Raheem Shaquille Sterling
279,0.283,From Counter,0,Saved,1,18.35755975068582,60.64224645720873,Ben Foster,0.4391791642131167,Pass,Bernardo Mota Veiga de Carvalho e Silva
