,goalkeepers,url,pen_taker,outcome,off_target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
30,Tim Krul,/en/matches/39fce32e/Norwich-City-Arsenal-December-1-2019-Premier-League,Pierre-Emerick Aubameyang,Scored,,-0.21875,0.25,-0.03679596,-0.015625,0.1875,0.22464734,0.015625,0.0,-0.054021776,-0.03125,0.0,0.043730997,-0.03125,0.15625,0.2930721,0.109375,0.1875,0.24925508,0.0,0.0,0.0,0.078125,-0.234375,0.007887684,0.09375,-0.25,0.020522011,0.140625,-0.390625,-0.033125933,0.0625,-0.078125,-0.038365863,0.15625,-0.109375,-0.03759388,0.140625,-0.21875,-0.009105123,0.0,-0.234375,0.041337505,-0.09375,-0.140625,0.106327005,-0.15625,-0.015625,0.1153248
31,Paulo Gazzaniga,/en/matches/614c7c1f/Manchester-United-Tottenham-Hotspur-December-4-2019-Premier-League,Marcus Rashford,Scored,,0.078125,0.359375,-0.14117467,-0.15625,0.09375,-0.093764566,-0.0625,0.015625,-0.00017424673,0.078125,-0.015625,0.0015112879,0.328125,0.203125,0.0989475,0.421875,0.390625,0.027418222,0.0,0.0,0.0,-0.03125,-0.25,-0.032894637,-0.03125,-0.25,-0.08854585,-0.0625,-0.4375,-0.04389565,-0.3125,0.109375,-0.07986743,-0.25,-0.0625,-0.02198546,-0.171875,-0.234375,-0.09505935,0.109375,-0.265625,-0.050602302,0.265625,-0.140625,0.038128093,0.40625,0.015625,0.020418033
32,Ben Foster,/en/matches/8b04b0d5/Leicester-City-Watford-December-4-2019-Premier-League,Jamie Vardy,Scored,,-0.28125,0.390625,-0.02403584,-0.203125,0.171875,0.1502534,-0.078125,-0.015625,-0.0024960332,0.078125,-0.015625,0.0064243097,0.203125,0.140625,0.036211554,0.28125,0.34375,-0.059277017,0.0,0.0,0.0,0.015625,-0.265625,-0.03758325,0.015625,-0.28125,-0.080659695,0.015625,-0.4375,-0.066392235,-0.328125,-0.0625,-0.080619775,-0.25,-0.171875,0.030671885,-0.125,-0.28125,-0.049264558,0.140625,-0.25,-0.049055174,0.21875,-0.171875,0.010654728,0.25,-0.03125,0.015930848
33,Ederson,/en/matches/bf9c0d50/Manchester-Derby-Manchester-City-Manchester-United-December-7-2019-Premier-League,Marcus Rashford,Scored,,0.0,0.265625,-0.09996776,-0.125,0.109375,0.05755686,-0.0625,0.015625,-0.008378098,0.078125,0.0,0.0072634905,0.1875,0.171875,0.10046343,0.328125,0.28125,0.0010614083,0.0,0.0,0.0,-0.0625,-0.1875,-0.023143781,-0.046875,-0.1875,-0.07205923,-0.09375,-0.3125,-0.05077216,-0.234375,0.109375,-0.026362604,-0.1875,-0.0625,0.019042978,-0.15625,-0.171875,-0.05414313,0.03125,-0.21875,-0.05260894,0.140625,-0.15625,-0.035303004,0.140625,0.0,0.021576976
34,Dean Henderson,/en/matches/b1b5e590/Sheffield-United-Aston-Villa-December-14-2019-Premier-League,Jack Grealish,Missed,1.0,0.265625,0.234375,0.05126818,0.140625,0.140625,0.1071907,-0.015625,0.015625,-0.05152424,0.078125,-0.015625,0.04679078,0.171875,0.078125,0.19445056,0.21875,0.234375,0.03490666,0.0,0.0,0.0,0.125,-0.171875,-0.043615215,0.125,-0.15625,-0.12135872,0.140625,-0.328125,-0.027028723,-0.109375,0.125,-0.22014517,-0.109375,-0.046875,-0.1325172,0.046875,-0.15625,-0.13016213,0.1875,-0.1875,-0.06909907,0.265625,-0.09375,0.037615396,0.328125,-0.0625,-0.020513726
35,Kasper Schmeichel,/en/matches/733c0243/Manchester-City-Leicester-City-December-21-2019-Premier-League,İlkay Gündoğan,Scored,,-0.40625,0.3125,0.064921096,-0.203125,0.140625,0.41478974,-0.109375,-0.03125,-0.027096024,0.078125,0.015625,-0.013027635,0.0625,0.1875,0.2260346,-0.140625,0.359375,-0.015331281,0.0,0.0,0.0,0.125,-0.328125,-0.023700796,0.125,-0.421875,-0.08686704,0.109375,-0.53125,-0.039331652,-0.078125,-0.0625,-0.053035676,-0.078125,-0.21875,0.0013417578,0.0,-0.375,-0.019627988,0.234375,-0.3125,-0.05473247,0.28125,-0.109375,-0.028209025,0.21875,0.03125,-0.056640506
36,David de Gea,/en/matches/a58df282/Watford-Manchester-United-December-22-2019-Premier-League,Troy Deeney,Scored,,0.0,0.28125,-0.07753543,-0.15625,0.125,-0.033289626,-0.0625,0.015625,-0.0010694587,0.0625,0.0,-0.006233007,0.21875,0.203125,0.064094186,0.375,0.375,0.006081535,0.0,0.0,0.0,-0.046875,-0.25,-0.0014100168,-0.046875,-0.328125,-0.08595661,-0.0625,-0.484375,-0.10517533,-0.1875,0.078125,-0.07587974,-0.171875,-0.09375,-0.027602553,-0.15625,-0.25,-0.06911173,0.078125,-0.265625,-0.057718165,0.140625,-0.109375,-0.009677583,0.203125,0.0,0.010987071
37,Paulo Gazzaniga,/en/matches/a1a20337/Tottenham-Hotspur-Chelsea-December-22-2019-Premier-League,Willian,Scored,,-0.078125,0.28125,-0.0054581566,-0.203125,0.125,0.17852454,-0.03125,0.015625,0.030707732,0.03125,-0.015625,-0.032158133,0.09375,0.21875,0.063458264,0.28125,0.34375,-0.015380803,0.0,0.0,0.0,-0.125,-0.171875,-0.049036693,-0.203125,-0.171875,-0.054018237,-0.328125,-0.203125,-0.10110259,-0.125,0.0625,0.054906987,-0.125,-0.015625,0.10923582,-0.1875,-0.171875,-0.036762323,-0.203125,-0.15625,-0.071076296,-0.03125,-0.078125,-0.18301028,-0.0625,-0.234375,-0.24103865
38,Ben Foster,/en/matches/960ce979/Sheffield-United-Watford-December-26-2019-Premier-League,Oliver Norwood,Scored,,0.109375,0.203125,-0.10960702,0.078125,0.078125,0.0008420299,0.0,0.0,-0.039860617,-0.046875,0.0,0.034386385,0.09375,0.0625,0.00302261,0.125,0.1875,-0.079680875,0.0,0.0,0.0,0.046875,-0.21875,-0.032665573,0.046875,-0.21875,-0.056513015,0.109375,-0.34375,-0.026532304,-0.109375,-0.0625,0.08195158,-0.078125,-0.171875,-0.05740981,0.015625,-0.21875,-0.07772153,0.078125,-0.21875,-0.04783226,-0.03125,-0.171875,0.02631152,0.0,-0.140625,0.052203525
39,Kasper Schmeichel,/en/matches/4b8063da/Leicester-City-Liverpool-December-26-2019-Premier-League,James Milner,Scored,,-0.09375,0.3125,0.0010480033,0.046875,0.171875,0.14848399,-0.0625,-0.015625,-0.017856099,0.09375,0.015625,0.020595748,0.046875,0.171875,0.19762993,-0.109375,0.3125,0.099842526,0.0,0.0,0.0,0.0625,-0.203125,-0.030152079,0.0625,-0.21875,-0.056818653,0.234375,-0.265625,-0.087604746,-0.125,-0.015625,-0.100693576,-0.03125,-0.125,-0.08664446,-0.03125,-0.234375,-0.035123557,0.15625,-0.1875,-0.022125926,0.203125,-0.078125,0.061415587,0.234375,0.203125,-0.0064150626
40,Rui Patrício,/en/matches/6defd3a2/Wolverhampton-Wanderers-Manchester-City-December-27-2019-Premier-League,Raheem Sterling,Missed,,0.328125,0.296875,0.13366683,0.109375,0.078125,0.13218968,0.046875,0.0,0.008559698,-0.03125,0.03125,-0.015895322,-0.203125,0.109375,0.20729107,-0.09375,0.265625,0.008359061,0.0,0.0,0.0,-0.203125,-0.140625,-0.011336885,-0.21875,-0.171875,-0.03018709,-0.34375,-0.203125,0.019870704,-0.0625,-0.109375,0.121959865,-0.015625,-0.125,0.03729684,-0.15625,-0.203125,-0.013764814,-0.25,-0.078125,-0.0026743242,-0.171875,-0.0625,-0.025737723,-0.15625,-0.046875,-0.008067112
41,Tom Heaton,/en/matches/36dc1eb8/Watford-Aston-Villa-December-28-2019-Premier-League,Troy Deeney,Scored,,-0.125,0.265625,-0.0068069836,-0.203125,0.109375,0.26782224,-0.015625,0.0,-0.0103433775,0.015625,-0.03125,-0.014876273,0.140625,0.15625,0.080976635,0.328125,0.296875,0.0956386,0.0,0.0,0.0,-0.203125,-0.171875,-0.03787374,-0.203125,-0.21875,-0.14473365,-0.265625,-0.390625,-0.13569605,-0.34375,0.0,0.092599235,-0.265625,0.015625,0.037723176,-0.203125,-0.140625,-0.02212353,-0.21875,-0.140625,-0.08508216,-0.09375,-0.046875,-0.038527068,0.34375,0.28125,-0.081100024
42,Tim Krul,/en/matches/a6e8ab71/Norwich-City-Tottenham-Hotspur-December-28-2019-Premier-League,Harry Kane,Scored,,-0.078125,0.3125,-0.07142646,-0.21875,0.09375,0.24463142,-0.09375,-0.015625,-0.008257301,0.078125,0.0,0.019479252,0.21875,0.15625,0.21973813,0.15625,0.453125,0.09177606,0.0,0.0,0.0,-0.015625,-0.296875,-0.036817756,-0.015625,-0.3125,-0.077535234,0.0,-0.46875,-0.047096036,-0.140625,0.03125,-0.060006775,-0.15625,-0.09375,-0.018726997,-0.15625,-0.28125,-0.0721522,0.109375,-0.296875,-0.051031336,0.203125,-0.203125,-0.001919921,0.34375,-0.09375,0.056901366
43,Łukasz Fabiański,/en/matches/1f2bd890/West-Ham-United-Leicester-City-December-28-2019-Premier-League,Demarai Gray,Missed,,-0.375,0.4375,-0.005599875,-0.234375,0.171875,0.11099772,-0.078125,-0.015625,0.008711861,0.078125,0.015625,-0.005707239,-0.03125,0.21875,0.03709497,-0.25,0.4375,-0.08196221,0.0,0.0,0.0,0.015625,-0.203125,-0.051963985,0.015625,-0.1875,-0.136018,-0.03125,-0.375,-0.045587268,-0.265625,0.015625,-0.018225841,-0.1875,-0.109375,0.02769813,-0.109375,-0.234375,-0.06027205,0.125,-0.1875,-0.12696747,0.265625,-0.09375,-0.110015705,0.203125,0.046875,-0.14697288
44,Aaron Ramsdale,/en/matches/9ae01aab/West-Ham-United-Bournemouth-January-1-2020-Premier-League,Mark Noble,Scored,,0.375,0.34375,0.017664772,-0.1875,0.078125,-0.01102141,-0.09375,0.015625,-0.004719565,0.078125,-0.015625,-0.021795575,0.21875,0.171875,0.2079176,0.03125,0.34375,-0.085172296,0.0,0.0,0.0,-0.125,-0.234375,-0.037550483,-0.125,-0.234375,-0.08944308,-0.3125,-0.203125,-0.20528871,-0.265625,0.09375,-0.108752705,-0.265625,-0.046875,-0.033041775,-0.25,-0.21875,-0.1319879,0.046875,-0.265625,-0.094958395,0.0625,-0.203125,-0.10041042,-0.0625,-0.296875,-0.2139612
45,Nick Pope,/en/matches/17a5a8ef/Chelsea-Burnley-January-11-2020-Premier-League,Jorginho,Scored,,-0.0625,0.265625,-0.026618185,-0.046875,0.09375,-0.050588172,-0.046875,0.0,-0.021257557,0.03125,0.0,0.015529553,0.140625,0.125,0.1193757,0.109375,0.296875,0.111143604,0.0,0.0,0.0,0.015625,-0.1875,-0.035849363,0.03125,-0.234375,-0.118059635,0.09375,-0.34375,-0.1327275,-0.15625,0.046875,-0.0733509,-0.125,-0.0625,-0.081343204,-0.0625,-0.171875,-0.14095233,0.078125,-0.234375,-0.025271846,0.09375,-0.09375,0.089219235,0.109375,0.046875,0.05892856
46,Tim Krul,/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League,Marcus Rashford,Scored,,-0.390625,0.234375,0.09296574,-0.203125,0.09375,0.39712706,-0.046875,-0.015625,0.011462859,0.046875,0.0,-0.010718087,0.03125,0.171875,0.17673615,-0.125,0.40625,-0.06304295,0.0,0.0,0.0,0.0625,-0.28125,-0.017300386,0.078125,-0.3125,-0.057893474,0.09375,-0.46875,-0.048178967,-0.15625,-0.171875,-0.039013527,-0.140625,-0.21875,0.05069139,-0.03125,-0.296875,0.0063917283,0.1875,-0.265625,-0.03736608,0.234375,-0.140625,-0.0043508103,0.203125,-0.25,-0.046232756
47,Ederson,/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League,Anwar El Ghazi,Scored,,-0.0625,0.328125,-0.099932194,-0.171875,0.109375,0.040883224,-0.078125,0.0,-0.0076556206,0.0625,-0.015625,0.009125649,0.203125,0.171875,0.14582308,0.375,0.296875,0.038204286,0.0,0.0,0.0,-0.0625,-0.234375,-0.03218493,-0.078125,-0.234375,-0.08104791,-0.109375,-0.390625,-0.030389003,-0.296875,0.125,-0.12969111,-0.265625,-0.0625,-0.0444795,-0.171875,-0.21875,-0.064057834,0.03125,-0.25,-0.0468828,0.109375,-0.171875,-0.042707752,0.21875,-0.09375,0.042595908
48,Paulo Gazzaniga,/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League,Troy Deeney,Missed,,0.0625,0.296875,-0.050613496,-0.109375,0.078125,-0.027990181,-0.0625,0.0,-0.039592516,0.0625,0.015625,0.038940586,0.34375,0.1875,0.36276674,0.390625,0.3125,0.059884112,0.0,0.0,0.0,-0.046875,-0.296875,-0.0248695,-0.0625,-0.328125,-0.06506992,-0.078125,-0.5,-0.05553593,-0.28125,0.03125,-0.047004994,-0.25,-0.109375,-0.04383553,-0.1875,-0.28125,-0.07077299,0.078125,-0.3125,-0.024865568,0.21875,-0.1875,0.00776569,0.3125,-0.0625,-0.040033158
49,Alex McCarthy,/en/matches/9d6674f8/Southampton-Wolverhampton-Wanderers-January-18-2020-Premier-League,Raúl Jiménez,Scored,,0.046875,0.28125,0.015461548,0.015625,0.234375,0.20999008,-0.0625,0.03125,-0.033142343,0.0625,-0.03125,0.023443406,0.265625,0.09375,0.07281,0.34375,0.296875,-0.012025599,0.0,0.0,0.0,-0.015625,-0.296875,-0.01794198,-0.015625,-0.3125,-0.096741214,-0.015625,-0.46875,-0.030286781,-0.203125,-0.03125,-0.2217872,-0.21875,-0.125,-0.12955117,-0.140625,-0.28125,-0.09802249,0.109375,-0.3125,-0.056843646,0.203125,-0.171875,-0.03646709,0.25,-0.03125,-0.0974834
50,Aaron Ramsdale,/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League,Teemu Pukki,Scored,,-0.046875,0.28125,0.16562927,0.0,0.203125,0.15447232,-0.0625,0.0,0.0034611924,0.046875,-0.015625,-0.008137593,0.1875,0.203125,0.17579985,0.375,0.359375,0.040209234,0.0,0.0,0.0,0.015625,-0.21875,-0.0057182903,-0.015625,-0.21875,-0.09420732,0.09375,-0.390625,-0.03764815,-0.0625,-0.078125,0.027588878,-0.0625,-0.140625,-0.016797103,-0.09375,-0.21875,-0.044898596,0.109375,-0.234375,-0.058226883,0.109375,-0.125,-0.0713749,0.140625,-0.125,-0.07747738
51,Nick Pope,/en/matches/bd102a2b/Burnley-Leicester-City-January-19-2020-Premier-League,Jamie Vardy,Missed,,-0.4375,0.390625,-0.079148434,-0.296875,0.21875,0.15540566,-0.0625,-0.015625,-0.010742761,0.0625,0.015625,0.011292461,0.125,0.171875,0.38404927,-0.03125,0.328125,-0.025767062,0.0,0.0,0.0,0.046875,-0.234375,-0.023187576,0.046875,-0.25,-0.07642592,0.03125,-0.421875,-0.07980424,-0.265625,-0.0625,-0.06814518,-0.171875,-0.171875,-0.012958055,-0.0625,-0.25,-0.030375838,0.15625,-0.21875,-0.040207546,0.234375,-0.109375,-0.0011634477,0.234375,0.0625,-0.10160862
52,Dean Henderson,/en/matches/ae7cb0c2/Sheffield-United-Manchester-City-January-21-2020-Premier-League,Gabriel Jesus,Missed,,0.1875,0.359375,-0.014334166,0.015625,0.171875,0.10021043,-0.328125,-0.3125,-0.007613053,-0.3125,-0.3125,-0.009520005,0.015625,0.171875,0.07716047,0.1875,0.390625,0.024091996,0.0,0.0,0.0,-0.234375,-0.21875,-0.038477458,-0.25,-0.234375,-0.10097555,-0.375,-0.359375,-0.16543524,0.09375,-0.046875,0.036545947,-0.171875,-0.15625,0.12542585,-0.171875,-0.265625,-0.027466945,-0.25,-0.203125,-0.09309762,-0.03125,-0.109375,-0.044537894,-0.0625,-0.046875,0.018596886
53,Bernd Leno,/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League,Jorginho,Scored,,0.34375,0.4375,0.0218012,0.109375,0.25,0.28302923,0.0625,-0.015625,0.030672068,-0.0625,0.0,-0.034606867,-0.296875,0.171875,0.23461036,-0.203125,0.453125,-0.012562963,0.0,0.0,0.0,-0.15625,-0.25,0.034919664,-0.171875,-0.265625,0.07277283,-0.296875,-0.390625,0.085233025,0.078125,-0.015625,0.18836874,0.078125,-0.140625,0.12483792,-0.078125,-0.265625,0.103802375,-0.265625,-0.25,0.031442937,-0.25,-0.15625,0.060001325,-0.25,0.015625,0.16192187
54,Darren Randolph,/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League,Ayoze Pérez,Scored,,-0.28125,0.3125,0.004187688,-0.078125,0.171875,0.063702375,-0.015625,0.0,-0.0344119,0.03125,-0.015625,0.027657282,-0.09375,0.140625,0.12645803,-0.265625,0.3125,0.039348073,0.0,0.0,0.0,0.078125,-0.25,-0.015150819,0.078125,-0.28125,-0.047257915,0.15625,-0.421875,-0.05537065,-0.078125,-0.078125,0.050954737,-0.09375,-0.15625,-0.0763576,0.015625,-0.265625,-0.032505576,0.140625,-0.234375,-0.020281538,0.140625,-0.140625,0.072146416,0.140625,-0.09375,0.07231294
55,Kasper Schmeichel,/en/matches/354b03ac/Leicester-City-West-Ham-United-January-22-2020-Premier-League,Mark Noble,Scored,,-0.015625,0.140625,0.19669355,-0.09375,0.125,0.3598129,-0.046875,0.015625,-0.009324601,0.078125,0.0,-0.0029299962,0.25,0.125,0.31003115,0.375,0.203125,0.14354098,0.0,0.0,0.0,-0.046875,-0.21875,-0.013605137,-0.046875,-0.203125,-0.0505567,-0.09375,-0.34375,-0.081506,-0.296875,-0.0625,-0.021115046,-0.21875,-0.125,0.011717686,-0.140625,-0.203125,-0.032603662,0.03125,-0.21875,-0.02666871,0.109375,-0.15625,-0.002147186,0.078125,-0.125,-0.03444302
56,Hugo Lloris,/en/matches/b36a7b4d/Tottenham-Hotspur-Norwich-City-January-22-2020-Premier-League,Teemu Pukki,Scored,,-0.359375,0.40625,0.028411696,-0.234375,0.203125,0.07662128,-0.0625,-0.015625,2.9774383e-06,0.078125,0.015625,-0.008633073,0.09375,0.21875,0.07159446,-0.015625,0.359375,0.010397373,0.0,0.0,0.0,0.0,-0.25,-0.03103682,-0.015625,-0.21875,-0.13628286,0.0,-0.390625,-0.10962768,-0.25,-0.03125,-0.012650782,-0.234375,-0.171875,0.045952514,-0.125,-0.265625,-0.0320376,0.109375,-0.25,-0.06900037,0.1875,-0.171875,-0.06849151,0.15625,0.0,-0.021166872
57,Łukasz Fabiański,/en/matches/7b057bc1/West-Ham-United-Liverpool-January-29-2020-Premier-League,Mohamed Salah,Scored,,0.0,0.3125,0.04449897,-0.015625,0.140625,-0.14255871,-0.015625,0.0,-0.04610654,0.015625,0.0,0.035317767,0.09375,0.140625,0.027018962,0.0625,0.265625,0.0987355,0.0,0.0,0.0,0.015625,0.03125,-0.0077698063,-0.015625,0.03125,-0.041872032,0.09375,0.140625,-0.19835445,-0.21875,0.15625,-0.06396116,-0.15625,0.03125,-0.048294585,-0.078125,0.03125,-0.035560314,0.078125,0.0625,-0.054984305,0.125,0.15625,-0.025637476,-0.21875,0.140625,-0.027424114
58,Hugo Lloris,/en/matches/e98d8736/Tottenham-Hotspur-Manchester-City-February-2-2020-Premier-League,İlkay Gündoğan,Missed,,-0.09375,0.265625,-0.035631258,-0.15625,0.109375,0.112213,-0.015625,-0.015625,0.027750311,0.03125,0.0,-0.030481331,-0.0625,0.15625,0.036032636,-0.046875,0.296875,-0.011415703,0.0,0.0,0.0,-0.09375,-0.1875,-0.05216686,-0.125,-0.21875,-0.07653472,-0.234375,-0.28125,-0.12269187,0.109375,0.0625,0.022792907,0.015625,-0.078125,0.11283818,-0.0625,-0.15625,-0.0502655,-0.015625,-0.15625,-0.14040184,0.125,-0.078125,-0.15692548,0.15625,0.03125,-0.12982185
59,Pepe Reina,/en/matches/ebfe971d/Aston-Villa-Tottenham-Hotspur-February-16-2020-Premier-League,Son Heung-min,Missed,,0.0625,0.21875,0.0033976191,0.171875,0.09375,0.10846667,-0.03125,0.0,-0.055125244,0.046875,-0.03125,0.054800462,0.171875,-0.03125,0.25372547,0.125,0.15625,0.20244561,0.0,0.0,0.0,0.03125,-0.15625,-0.027533552,0.0625,-0.15625,-0.09012575,0.0,-0.25,-0.058947306,-0.0625,0.0,-0.068655364,-0.140625,-0.109375,-0.07328445,-0.03125,-0.125,-0.13147795,0.109375,-0.21875,-0.02324136,0.171875,-0.21875,0.04771559,0.234375,0.0,0.046738572
60,Aaron Ramsdale,/en/matches/bcdc3fb0/Burnley-Bournemouth-February-22-2020-Premier-League,Jay Rodriguez,Scored,,0.140625,0.328125,-0.061064836,0.046875,0.15625,0.04325297,-0.09375,-0.015625,-0.04635589,0.078125,0.0,0.035922546,0.25,0.203125,0.11197946,0.234375,0.3125,0.08359395,0.0,0.0,0.0,0.09375,-0.171875,-0.026625928,0.109375,-0.203125,-0.08138806,0.234375,-0.328125,-0.0874432,-0.015625,0.078125,-0.1452884,-0.109375,-0.125,-0.14995727,0.03125,-0.203125,-0.10289393,0.15625,-0.15625,-0.0287214,0.125,-0.046875,0.10071053,0.265625,0.0625,0.048825923
61,Kasper Schmeichel,/en/matches/4f00e03a/Leicester-City-Manchester-City-February-22-2020-Premier-League,Sergio Agüero,Missed,,-0.046875,0.203125,-0.00025435223,-0.09375,0.125,-0.11376965,-0.0625,0.015625,-0.013857567,0.078125,0.0,0.009998792,0.234375,0.15625,0.16337849,0.375,0.28125,0.019780353,0.0,0.0,0.0,-0.015625,-0.21875,-0.028312024,-0.015625,-0.21875,-0.09174354,-0.03125,-0.375,-0.10035464,-0.375,0.046875,-0.0021179165,-0.265625,-0.078125,-0.003317981,-0.125,-0.203125,-0.08616066,0.078125,-0.234375,-0.047561713,0.203125,-0.15625,-0.039064515,0.1875,-0.171875,-0.13376042
62,Ben Foster,/en/matches/835d0c36/Manchester-United-Watford-February-23-2020-Premier-League,Bruno Fernandes,Scored,,0.015625,0.21875,-0.039050646,-0.0625,0.234375,0.007956808,-0.046875,0.03125,-0.002741619,0.0625,-0.03125,-0.0009851331,0.0625,0.109375,-0.05300937,0.171875,0.328125,-0.11166917,0.0,0.0,0.0,-0.09375,-0.171875,-0.020364437,-0.09375,-0.171875,-0.0449446,-0.171875,-0.296875,-0.023334242,-0.265625,0.125,-0.09776671,-0.234375,-0.046875,-0.03437772,-0.171875,-0.140625,-0.015760701,-0.015625,-0.203125,-0.044872377,0.125,-0.140625,-0.041442122,0.21875,-0.09375,-0.18189979
63,Alex McCarthy,/en/matches/947a04e9/Southampton-Newcastle-United-March-7-2020-Premier-League,Matt Ritchie,Missed,,-0.171875,0.265625,0.010683212,-0.15625,0.109375,0.080796316,-0.0625,0.0,0.0248022,0.0625,0.015625,-0.04452257,-0.109375,0.109375,0.035497893,-0.140625,0.25,-0.03126495,0.0,0.0,0.0,-0.046875,-0.21875,-0.044165567,-0.0625,-0.265625,-0.08483118,-0.078125,-0.40625,-0.06857592,-0.21875,-0.078125,-0.035992056,-0.171875,-0.125,0.0048642494,-0.125,-0.234375,-0.055840902,0.015625,-0.21875,-0.11627614,0.078125,-0.09375,-0.09837539,-0.046875,0.0,-0.08581636
64,Nick Pope,/en/matches/1b4c17ec/Burnley-Tottenham-Hotspur-March-7-2020-Premier-League,Dele Alli,Scored,,0.03125,0.296875,-0.12923345,-0.140625,0.109375,0.033864085,-0.0625,0.0,-0.013414286,0.078125,0.0,-0.0010470967,0.21875,0.171875,0.1263545,0.375,0.328125,-0.029524319,0.0,0.0,0.0,0.0,-0.265625,-0.032027744,0.0,-0.28125,-0.08659113,-0.03125,-0.4375,-0.03305791,-0.296875,0.0625,-0.053997163,-0.21875,-0.078125,-0.039113283,-0.125,-0.234375,-0.057850894,0.109375,-0.28125,-0.07021048,0.21875,-0.125,-0.017762553,0.3125,0.046875,-0.08117621
65,Pepe Reina,/en/matches/76f492dc/Leicester-City-Aston-Villa-March-9-2020-Premier-League,Jamie Vardy,Scored,,-0.03125,0.359375,0.002251767,-0.296875,0.1875,0.2986858,-0.078125,-0.03125,-0.022358393,0.078125,0.03125,0.012068296,0.15625,0.125,0.21437337,-0.390625,0.375,-0.031882353,0.0,0.0,0.0,0.109375,-0.25,-0.022782054,0.125,-0.265625,-0.07745387,0.15625,-0.453125,-0.042869516,0.015625,0.0,0.07673532,-0.0625,-0.140625,-0.0036329837,-0.015625,-0.28125,-0.03149042,0.25,-0.21875,-0.02429418,0.234375,-0.046875,0.055796903,0.09375,-0.03125,0.11517566
66,Bernd Leno,/en/matches/5825b217/Manchester-City-Arsenal-June-17-2020-Premier-League,Kevin De Bruyne,Scored,,0.25,0.28125,0.08851975,0.171875,0.09375,0.08749693,-0.015625,0.03125,-0.04319004,-0.046875,0.0,0.05430288,0.203125,0.0625,0.093979366,0.25,-0.390625,0.31365332,0.0,0.0,0.0,0.15625,-0.171875,-0.039991252,0.171875,-0.1875,-0.046187952,0.25,-0.328125,-0.11313357,0.15625,0.140625,-0.15175441,0.0,0.0,-0.121002175,0.03125,-0.078125,-0.092655905,0.203125,-0.171875,-0.033861578,0.21875,-0.078125,0.050318994,0.3125,0.03125,0.07828969
67,Hugo Lloris,/en/matches/973a441a/Tottenham-Hotspur-Manchester-United-June-19-2020-Premier-League,Bruno Fernandes,Scored,,-0.234375,0.359375,-0.039005145,-0.03125,0.1875,0.025050664,-0.0625,0.0,-0.04268472,0.03125,0.0,0.05665303,0.171875,0.140625,0.1707326,0.015625,0.25,0.03221439,0.0,0.0,0.0,0.078125,-0.203125,-0.024393825,0.09375,-0.21875,-0.045583352,0.203125,-0.25,-0.023341086,-0.125,-0.0625,-0.119027,-0.109375,-0.1875,-0.16934323,0.0625,-0.21875,-0.06599254,0.09375,-0.203125,-0.007514272,-0.015625,-0.171875,0.1209036,-0.078125,-0.09375,0.028195651
68,Nick Pope,/en/matches/b1d3ebde/Manchester-City-Burnley-June-22-2020-Premier-League,Riyad Mahrez,Scored,,-0.078125,0.34375,-0.097436495,-0.234375,0.109375,-0.022162234,-0.078125,0.015625,0.026705537,0.0625,-0.015625,-0.030485848,0.140625,0.125,0.032440428,0.28125,0.265625,-0.09779213,0.0,0.0,0.0,-0.140625,-0.25,0.0043788026,-0.15625,-0.296875,-0.04150396,-0.21875,-0.46875,-0.019350335,-0.328125,0.078125,0.0023269402,-0.25,-0.046875,0.05092586,-0.234375,-0.21875,-0.019187404,-0.046875,-0.28125,-0.038097948,0.03125,-0.109375,-0.01717903,0.09375,0.0,-0.027245596
69,Kasper Schmeichel,/en/matches/481a9a3a/Leicester-City-Brighton-and-Hove-Albion-June-23-2020-Premier-League,Neal Maupay,Missed,,0.140625,0.25,-0.07682938,-0.03125,0.125,0.0074588573,-0.03125,0.015625,-0.008481643,0.03125,-0.03125,-0.003085719,0.171875,0.078125,0.095353715,0.359375,0.1875,0.05023804,0.0,0.0,0.0,-0.09375,-0.1875,-0.027637634,-0.078125,-0.171875,-0.07828831,-0.109375,-0.3125,-0.093887106,-0.328125,-0.015625,-0.038876384,-0.234375,-0.109375,-0.012108133,-0.15625,-0.15625,-0.08016942,-0.015625,-0.203125,-0.036029547,0.0625,-0.171875,0.013410635,0.140625,-0.125,-0.04657523
