,goalkeepers,url,pen_taker,outcome,off_target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
70,Ederson,/en/matches/bc237647/Chelsea-Manchester-City-June-25-2020-Premier-League,Willian,Scored,,-0.3125,0.40625,-0.00076744077,-0.21875,0.1875,0.22333938,-0.078125,0.0,-0.007728991,0.09375,0.0,0.0029014996,0.171875,0.140625,0.012538376,0.140625,0.375,-0.11805385,0.0,0.0,0.0,0.015625,-0.25,-0.0340519,0.015625,-0.234375,-0.11914692,-0.046875,-0.40625,-0.05924417,-0.265625,-0.078125,-0.082678095,-0.1875,-0.171875,-0.03970118,-0.109375,-0.265625,-0.0701789,0.140625,-0.234375,-0.06878611,0.21875,-0.078125,-0.0024576306,0.21875,0.09375,-0.060273327
71,Kasper Schmeichel,/en/matches/c2c7ebbf/Everton-Leicester-City-July-1-2020-Premier-League,Gylfi Sigurðsson,Scored,,-0.3125,0.21875,-0.005080509,-0.109375,0.109375,-0.07069405,-0.03125,-0.015625,-0.031595025,0.046875,0.015625,0.027401164,0.125,0.125,0.049490068,-0.015625,0.25,-0.029418219,0.0,0.0,0.0,0.078125,-0.109375,-0.0029054156,0.109375,-0.109375,-0.011394512,0.0,-0.15625,0.034495596,-0.03125,0.0,-0.14556368,-0.015625,-0.078125,-0.07868036,0.015625,-0.078125,-0.025620408,0.140625,-0.078125,0.013137574,0.203125,-0.0625,0.013317461,0.28125,0.046875,0.04420821
72,Łukasz Fabiański,/en/matches/5df18070/West-Ham-United-Chelsea-July-1-2020-Premier-League,Willian,Scored,,-0.421875,0.453125,-0.018542169,-0.21875,0.21875,0.10509165,-0.078125,0.0,-0.0055405735,0.0625,0.0,0.015525857,0.140625,0.1875,0.11857674,-0.046875,0.40625,-0.019916372,0.0,0.0,0.0,0.015625,-0.1875,-0.04320191,0.015625,-0.203125,-0.12735863,0.015625,-0.390625,-0.038369033,-0.34375,0.0625,0.03337451,-0.203125,-0.078125,-0.026613146,-0.109375,-0.203125,-0.059504338,0.125,-0.1875,-0.086742416,0.203125,-0.03125,-0.018790945,0.21875,0.171875,-0.11403567
73,Alisson,/en/matches/5dffd237/Manchester-City-Liverpool-July-2-2020-Premier-League,Kevin De Bruyne,Scored,,-0.21875,0.171875,-0.0016496797,-0.09375,0.0625,0.1571505,-0.015625,-0.015625,-0.040553663,0.0625,0.015625,0.026851218,0.265625,0.0625,0.13628966,0.125,0.234375,0.015210869,0.0,0.0,0.0,0.203125,-0.1875,-0.014197471,0.203125,-0.1875,-0.072011895,0.3125,-0.3125,-0.025928345,0.28125,-0.109375,-0.06900458,0.109375,-0.390625,-0.021940328,0.140625,-0.234375,-0.011137471,0.28125,-0.15625,-0.056518286,0.328125,-0.09375,0.04029232,0.171875,-0.203125,-0.023302875
74,Aaron Ramsdale,/en/matches/8bed0062/Manchester-United-Bournemouth-July-4-2020-Premier-League,Marcus Rashford,Scored,,-0.265625,0.25,0.11210984,-0.265625,0.140625,0.127619,-0.078125,-0.03125,0.04764077,0.046875,0.0,-0.028365564,-0.1875,0.109375,-0.07160614,-0.171875,0.265625,0.070608586,0.0,0.0,0.0,-0.203125,-0.1875,-0.04022973,-0.21875,-0.1875,-0.07803503,-0.390625,-0.265625,-0.11524722,-0.328125,-0.078125,0.20767494,-0.34375,0.015625,0.10922543,-0.25,-0.171875,-0.016018694,-0.171875,-0.203125,-0.09875404,-0.390625,0.046875,0.0033800988,-0.296875,-0.09375,-0.04702771
75,David de Gea,/en/matches/8bed0062/Manchester-United-Bournemouth-July-4-2020-Premier-League,Joshua King,Scored,,-0.15625,0.265625,0.058380123,-0.15625,0.125,0.07592265,-0.046875,0.0,0.020605253,0.03125,0.0,-0.02650813,-0.0625,0.125,-0.119400375,-0.09375,0.3125,-0.08717101,0.0,0.0,0.0,-0.0625,-0.234375,-0.016978143,-0.0625,-0.25,-0.055737358,-0.125,-0.359375,-0.049660344,-0.203125,0.03125,0.06600803,-0.171875,-0.125,0.059411455,-0.140625,-0.234375,-0.01972294,0.03125,-0.234375,-0.023247594,0.0625,-0.125,0.0060158265,0.0625,-0.09375,-0.037109446
76,Ben Foster,/en/matches/ee7944f1/Chelsea-Watford-July-4-2020-Premier-League,Willian,Scored,,-0.0625,0.34375,-0.0028682984,-0.171875,0.21875,0.054992955,-0.0625,0.0,-0.004726831,0.0625,0.0,0.0018786441,0.21875,0.1875,-0.013757192,0.390625,0.4375,-0.023706183,0.0,0.0,0.0,0.046875,-0.203125,-0.032422904,0.03125,-0.203125,-0.09046318,0.0625,-0.375,-0.06285399,-0.3125,-0.03125,-0.07559802,-0.234375,-0.15625,-0.02839353,-0.078125,-0.203125,-0.07781133,0.171875,-0.1875,-0.021534832,0.265625,-0.125,-0.022193806,0.234375,0.015625,-0.0644864
77,Jordan Pickford,/en/matches/1357ee3b/Everton-Southampton-July-9-2020-Premier-League,James Ward-Prowse,Missed,1.0,-0.125,0.3125,0.062839955,-0.1875,0.140625,0.14765465,-0.046875,0.0,0.03706503,0.046875,0.0,-0.048373163,-0.140625,0.125,-0.03539063,-0.078125,0.296875,-0.024999002,0.0,0.0,0.0,-0.171875,-0.203125,-0.010995464,-0.171875,-0.203125,-0.059005164,-0.296875,-0.234375,-0.04675407,-0.40625,0.0625,0.11266246,-0.328125,-0.0625,0.069863215,-0.21875,-0.171875,-0.00484488,-0.21875,-0.203125,-0.07276303,-0.328125,-0.078125,-0.047007773,-0.28125,-0.21875,-0.088090785
78,Pepe Reina,/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League,Bruno Fernandes,Scored,,-0.390625,0.40625,0.053128142,-0.109375,0.265625,0.081971176,-0.046875,0.015625,-0.03140504,0.0625,0.015625,0.01229963,0.21875,-0.09375,0.18562336,-0.375,0.375,0.097608104,0.0,0.0,0.0,-0.03125,0.015625,0.0007051076,0.03125,-0.09375,-0.03882601,0.3125,-0.28125,-0.1419729,0.15625,0.140625,0.09139997,0.109375,-0.0625,-0.09473538,0.15625,-0.203125,-0.069246255,0.15625,-0.203125,-0.062346768,-0.171875,0.109375,0.04594717,0.15625,0.015625,0.18022873
79,Martin Dúbravka,/en/matches/ae59ff28/Watford-Newcastle-United-July-11-2020-Premier-League,Troy Deeney,Scored,,0.359375,0.46875,0.008872071,0.140625,0.34375,0.104266,0.046875,-0.03125,-0.0073646083,-0.015625,0.125,-0.009609759,-0.1875,0.234375,0.07946574,-0.171875,0.4375,-0.041021038,0.0,0.0,0.0,0.0,0.0,-0.0034736935,-0.171875,-0.125,-0.24633394,-0.265625,-0.171875,-0.14919408,0.125,-0.015625,-0.040222414,0.21875,0.359375,-0.010577101,0.125,0.078125,0.04399504,-0.203125,-0.078125,-0.06973237,-0.046875,0.171875,-0.03490625,-0.046875,0.015625,0.0054223104
80,Martin Dúbravka,/en/matches/ae59ff28/Watford-Newcastle-United-July-11-2020-Premier-League,Troy Deeney,Scored,,0.34375,0.3125,0.031613167,-0.296875,0.0625,0.23040879,-0.03125,0.015625,0.044266064,0.03125,-0.015625,-0.043069944,0.125,0.1875,0.1540964,0.34375,0.328125,-0.001825477,0.0,0.0,0.0,-0.203125,-0.203125,-0.039971963,-0.21875,-0.21875,-0.10095898,-0.359375,-0.3125,-0.1607759,-0.234375,-0.015625,0.16708763,-0.15625,-0.09375,0.13980512,-0.265625,-0.1875,-0.03304854,-0.15625,-0.21875,-0.12203978,-0.03125,-0.125,-0.14792515,-0.0625,0.015625,-0.23910162
81,Jordan Pickford,/en/matches/476e8583/Wolverhampton-Wanderers-Everton-July-12-2020-Premier-League,Raúl Jiménez,Scored,,-0.296875,0.359375,-0.0049722553,0.0625,0.203125,0.009594532,0.015625,0.0,-0.0651916,0.0,0.0,0.061515905,0.28125,0.0625,0.16918272,0.265625,0.25,0.07702027,0.0,0.0,0.0,0.109375,-0.140625,-0.0037534186,0.125,-0.15625,-0.03748527,0.234375,-0.25,-0.06253625,0.03125,0.125,-0.21938755,0.03125,-0.03125,-0.14029509,0.078125,-0.15625,-0.07369563,0.125,-0.15625,0.013549766,0.09375,-0.0625,0.1386514,0.15625,0.046875,0.12517677
82,Kasper Schmeichel,/en/matches/d2adf574/Bournemouth-Leicester-City-July-12-2020-Premier-League,Junior Stanislas,Scored,,0.34375,0.234375,0.05429006,0.203125,0.125,0.16912305,-0.03125,0.0,0.032163702,0.015625,-0.015625,-0.041425887,-0.125,0.09375,0.19494723,-0.015625,0.234375,-0.046510696,0.0,0.0,0.0,-0.109375,-0.171875,-0.02022813,-0.125,-0.203125,-0.060193833,-0.1875,-0.3125,-0.034423094,-0.265625,0.0,0.033149555,-0.203125,-0.078125,0.0694526,-0.171875,-0.15625,-0.03114523,-0.0625,-0.1875,-0.053488333,0.03125,-0.09375,-0.10138632,0.078125,0.015625,-0.14495136
83,Rui Patrício,/en/matches/a7c5d31f/Burnley-Wolverhampton-Wanderers-July-15-2020-Premier-League,Chris Wood,Scored,,0.09375,0.3125,-0.021734647,0.234375,0.125,0.19638681,0.0625,0.0,-0.052079193,-0.046875,0.0,0.036390167,-0.171875,0.203125,0.20834945,-0.375,0.359375,0.021898951,0.0,0.0,0.0,0.203125,-0.1875,-0.0021516732,0.21875,-0.203125,-0.0064874296,0.359375,-0.234375,-0.025247289,0.078125,0.265625,-0.110682525,0.1875,-0.078125,-0.030005444,0.25,-0.1875,-0.032349788,0.171875,-0.234375,-0.003937329,-0.140625,0.109375,0.15941678,-0.0625,0.15625,0.16751064
84,Aaron Ramsdale,/en/matches/bbd4160f/Bournemouth-Southampton-July-19-2020-Premier-League,Danny Ings,Missed,,-0.265625,0.4375,-0.03997587,-0.0625,0.234375,0.06381797,-0.0625,-0.015625,-0.03076616,0.0625,0.015625,0.025727512,0.21875,0.21875,0.11318132,0.03125,0.390625,0.00048567215,0.0,0.0,0.0,0.15625,-0.171875,-0.05111402,0.15625,-0.171875,-0.13466568,0.296875,-0.265625,-0.029871402,-0.25,0.015625,-0.086569585,-0.09375,-0.140625,-0.0882661,0.0625,-0.203125,-0.101211675,0.25,-0.140625,-0.10218471,0.28125,-0.078125,0.00996078,0.3125,-0.046875,-0.059593823
85,Ben Foster,/en/matches/9979847f/Watford-Manchester-City-July-21-2020-Premier-League,Raheem Sterling,Missed,,0.078125,0.390625,-0.11528543,-0.0625,0.203125,0.11461955,-0.046875,0.0,-0.021794152,0.09375,-0.03125,-0.014785618,0.25,0.203125,0.10439447,0.40625,0.40625,-0.0011058799,0.0,0.0,0.0,0.015625,-0.234375,-0.014345339,0.0625,-0.28125,0.0059032743,0.171875,-0.375,-0.0081851445,-0.328125,0.0,0.12647614,0.21875,-0.125,-0.0099333655,0.15625,-0.21875,0.012539817,0.140625,-0.234375,0.015021924,-0.265625,-0.15625,0.04785066,0.21875,0.015625,0.03308709
86,David de Gea,/en/matches/bf25e016/Manchester-United-West-Ham-United-July-22-2020-Premier-League,Michail Antonio,Scored,,0.375,0.4375,0.04250967,-0.125,0.171875,0.053781234,-0.078125,0.015625,-0.015715174,0.0625,0.0,-0.0036402498,0.1875,0.1875,0.21831125,0.0625,0.359375,-0.040060386,0.0,0.0,0.0,-0.015625,-0.21875,-0.021503031,-0.015625,-0.25,-0.06702424,-0.015625,-0.4375,-0.051963937,-0.171875,0.078125,-0.058975402,-0.171875,-0.078125,-0.012120105,-0.125,-0.203125,-0.06869085,0.109375,-0.21875,-0.052103207,0.1875,-0.078125,0.025833055,0.234375,0.03125,-0.05444203
87,Dean Henderson,/en/matches/3e5b45b7/Southampton-Sheffield-United-July-26-2020-Premier-League,Danny Ings,Scored,,0.15625,0.359375,0.048639983,-0.28125,0.125,0.16152206,-0.046875,-0.015625,-0.009149997,0.03125,-0.015625,0.005760652,-0.03125,0.171875,-0.011517741,-0.359375,0.34375,-0.020119023,0.0,0.0,0.0,0.03125,-0.015625,0.00010332884,0.03125,-0.03125,0.022344928,0.234375,0.0,-0.096816525,-0.125,-0.203125,-0.003211922,-0.046875,0.078125,-0.03554876,0.0625,-0.015625,0.013704009,0.03125,-0.046875,-0.03302867,-0.109375,-0.203125,-0.019428136,-0.09375,-0.046875,-0.10960369
88,Jordan Pickford,/en/matches/2a3b8f05/Everton-Bournemouth-July-26-2020-Premier-League,Joshua King,Scored,,-0.0625,0.34375,0.06072525,-0.15625,0.171875,0.14241178,-0.0625,0.0,0.026482513,0.03125,-0.015625,-0.025195437,-0.09375,0.15625,0.04613528,-0.046875,0.359375,-0.05751684,0.0,0.0,0.0,-0.140625,-0.15625,-0.027524069,-0.15625,-0.15625,-0.074690975,-0.21875,-0.28125,-0.057078317,-0.265625,0.03125,0.037172794,-0.234375,-0.046875,0.030469839,-0.203125,-0.140625,-0.03466081,-0.0625,-0.140625,-0.11194945,0.078125,-0.0625,-0.1017838,0.078125,0.03125,-0.08752637
89,Ben Foster,/en/matches/5ecaeb4b/Arsenal-Watford-July-26-2020-Premier-League,Pierre-Emerick Aubameyang,Scored,,-0.171875,0.25,0.04221841,-0.171875,0.109375,0.13415433,-0.0625,-0.015625,0.018923648,0.015625,0.0,-0.03224097,-0.09375,0.109375,0.028797043,-0.109375,0.28125,-0.007563539,0.0,0.0,0.0,-0.125,-0.203125,-0.030026656,-0.140625,-0.234375,-0.06355121,-0.203125,-0.34375,-0.08545496,-0.21875,0.0,0.113951474,-0.1875,-0.078125,0.09623186,-0.171875,-0.1875,-0.021502988,-0.078125,-0.21875,-0.114224955,0.0,-0.109375,-0.15754199,0.09375,0.0,-0.11885045
90,Emiliano Martínez,/en/matches/5ecaeb4b/Arsenal-Watford-July-26-2020-Premier-League,Troy Deeney,Scored,,-0.34375,0.34375,-0.02628566,-0.21875,0.203125,0.19742666,-0.078125,0.0,-0.003156221,0.078125,0.0,0.0010666107,0.1875,0.203125,-0.042005565,0.359375,0.4375,-0.05201664,0.0,0.0,0.0,-0.015625,-0.21875,-0.018681915,0.0,-0.25,-0.09643002,0.0,-0.40625,-0.071937,-0.234375,0.046875,-0.026957184,-0.171875,-0.0625,-0.03462123,-0.125,-0.21875,-0.07821412,0.109375,-0.21875,-0.08436605,0.1875,-0.046875,-0.037262913,0.234375,0.109375,-0.054633792
91,Kasper Schmeichel,/en/matches/3873cc78/Leicester-City-Manchester-United-July-26-2020-Premier-League,Bruno Fernandes,Scored,,-0.328125,0.328125,0.0045453217,-0.203125,0.125,0.24554797,-0.046875,0.0,0.0002367904,0.0625,0.015625,0.008580512,0.140625,0.09375,0.06882439,0.09375,0.28125,-0.0562699,0.0,0.0,0.0,0.015625,-0.21875,-0.027988337,0.03125,-0.234375,-0.08795101,0.046875,-0.40625,-0.03555012,-0.28125,-0.078125,-0.03299144,-0.234375,-0.09375,-0.013802862,-0.09375,-0.21875,-0.049201764,0.140625,-0.21875,-0.07929269,0.25,-0.078125,-0.017829817,0.296875,0.03125,-0.07167815
92,Illan Meslier,/en/matches/21b58926/Liverpool-Leeds-United-September-12-2020-Premier-League,Mohamed Salah,Scored,,-0.3125,0.25,0.10160673,0.1875,0.0625,0.14624117,0.0625,0.015625,-0.019557111,-0.078125,-0.03125,0.01896967,-0.109375,0.140625,0.088031024,-0.125,0.203125,0.072758906,0.0,0.0,0.0,0.171875,-0.21875,-0.049531233,0.171875,-0.21875,-0.1012834,0.265625,-0.359375,-0.11625162,0.15625,0.203125,-0.15298083,0.171875,0.015625,-0.0971668,0.21875,-0.28125,-0.05168251,0.09375,-0.28125,-0.059221562,0.125,-0.359375,-0.046232697,0.0,-0.21875,-0.0070119034
93,Illan Meslier,/en/matches/21b58926/Liverpool-Leeds-United-September-12-2020-Premier-League,Mohamed Salah,Scored,,-0.125,0.265625,-0.00042913877,-0.078125,0.109375,0.17731884,-0.015625,0.0,0.032557026,0.03125,0.0,-0.03680075,-0.0625,0.109375,0.08467665,-0.109375,0.3125,-0.036891114,0.0,0.0,0.0,-0.03125,-0.171875,-0.035370376,-0.046875,-0.1875,-0.07598878,-0.09375,-0.34375,-0.06581237,-0.15625,-0.046875,0.038340148,-0.09375,-0.109375,0.069736876,-0.078125,-0.171875,-0.020626048,0.015625,-0.15625,-0.14643782,0.109375,0.0,-0.20927332,0.03125,0.109375,-0.19389398
94,Sam Johnstone,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,Jamie Vardy,Scored,,-0.1875,0.375,0.0234768,-0.21875,0.125,0.24198407,-0.0625,0.015625,0.032201484,0.015625,0.0,-0.061616063,-0.09375,0.140625,0.077184826,-0.109375,0.375,-0.061913885,0.0,0.0,0.0,-0.15625,-0.1875,-0.022955252,-0.171875,-0.203125,-0.07621122,-0.25,-0.34375,-0.08830789,-0.203125,0.015625,0.09327248,-0.09375,-0.09375,0.13861568,-0.1875,-0.1875,-0.014796412,-0.125,-0.1875,-0.09933519,0.03125,-0.09375,-0.20178592,-0.203125,-0.0625,-0.034011666
95,Sam Johnstone,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,Jamie Vardy,Scored,,-0.203125,0.390625,-0.022359706,-0.203125,0.1875,0.10497275,-0.0625,0.03125,0.031159274,0.078125,0.0,-0.034129884,-0.078125,0.15625,-0.053493813,-0.140625,0.375,-0.06641677,0.0,0.0,0.0,-0.15625,-0.125,-0.04182161,-0.171875,-0.15625,-0.0968757,-0.25,-0.265625,-0.16049477,-0.296875,0.140625,0.14116417,-0.25,0.03125,0.05625818,-0.21875,-0.109375,-0.062545486,-0.09375,-0.1875,-0.11233508,-0.015625,-0.0625,-0.16293113,-0.046875,-0.078125,-0.20846416
96,Mathew Ryan,/en/matches/9d7641eb/Brighton-and-Hove-Albion-Chelsea-September-14-2020-Premier-League,Jorginho,Scored,,-0.140625,0.4375,0.009979369,-0.03125,0.25,0.0533385,0.046875,0.0,-0.047733165,-0.0625,0.0,0.012946857,-0.046875,0.25,0.08586304,-0.09375,0.453125,-0.0062648677,0.0,0.0,0.0,0.125,-0.0625,0.013423985,0.125,-0.078125,0.06211219,0.1875,-0.140625,0.066380024,0.078125,0.0,-0.026686477,0.078125,0.21875,-0.09007069,0.15625,-0.03125,-0.020787956,0.09375,-0.140625,0.026605055,0.015625,-0.078125,-0.0697493,0.015625,0.03125,-0.036245182
97,Alphonse Areola,/en/matches/583c2b60/Leeds-United-Fulham-September-19-2020-Premier-League,Mateusz Klich,Scored,,-0.15625,0.28125,0.20567268,-0.171875,0.203125,0.20948948,0.046875,0.03125,-0.03935861,-0.03125,-0.015625,0.032565877,-0.1875,0.1875,0.2613133,-0.34375,0.421875,-0.037624404,0.0,0.0,0.0,0.171875,-0.203125,0.0026400923,0.203125,-0.234375,-0.004953176,0.265625,-0.375,0.012799825,0.0625,0.125,0.03714815,0.21875,-0.015625,0.08106886,0.265625,-0.15625,0.009371584,0.078125,-0.234375,0.00901899,-0.03125,-0.09375,0.09231137,-0.046875,-0.015625,0.15512061
98,Illan Meslier,/en/matches/583c2b60/Leeds-United-Fulham-September-19-2020-Premier-League,Aleksandar Mitrović,Scored,,0.21875,0.296875,-0.07628085,0.171875,0.109375,0.045938164,-0.0625,0.0,-0.05211263,0.046875,-0.015625,0.028779663,0.1875,0.09375,0.13094659,0.203125,0.296875,0.019820008,0.0,0.0,0.0,0.140625,-0.15625,-0.04009828,0.125,-0.15625,-0.0962376,0.265625,-0.234375,-0.121514626,-0.078125,0.0625,-0.1425737,-0.0625,-0.0625,-0.13031138,0.0625,-0.171875,-0.101700544,0.203125,-0.15625,-0.03552507,0.234375,-0.046875,0.035159912,0.296875,0.0625,0.0024801283
99,David de Gea,/en/matches/97279323/Manchester-United-Crystal-Palace-September-19-2020-Premier-League,Wilfried Zaha,Scored,,0.28125,0.3125,0.06777804,0.171875,0.1875,0.122376755,0.0625,0.0,-0.004508843,-0.03125,0.0,-0.0077192797,-0.140625,0.109375,0.08747057,0.0,0.203125,-0.062075704,0.0,0.0,0.0,-0.015625,0.03125,-0.009382786,-0.015625,0.03125,-0.00716868,-0.0625,-0.3125,-0.14655086,0.109375,0.109375,0.067077905,0.078125,-0.09375,-0.0097275935,0.078125,0.015625,-0.11269131,-0.09375,0.0625,-0.07940471,-0.09375,-0.0625,0.015292084,-0.0625,-0.046875,0.08359538
100,Hugo Lloris,/en/matches/967efd56/Southampton-Tottenham-Hotspur-September-20-2020-Premier-League,Danny Ings,Scored,,-0.125,0.328125,0.011750963,-0.234375,0.125,0.2062463,-0.046875,-0.015625,0.041193515,0.046875,0.015625,-0.040003236,-0.078125,0.171875,-0.05502874,-0.03125,0.328125,-0.015547946,0.0,0.0,0.0,-0.109375,-0.234375,-0.031254373,-0.125,-0.265625,-0.09207321,-0.25,-0.390625,-0.098418176,-0.21875,0.09375,0.10234303,-0.078125,-0.203125,0.086052015,-0.171875,-0.21875,-0.0340296,-0.03125,-0.234375,-0.13359496,0.125,-0.109375,-0.13614464,0.140625,0.046875,-0.21111995
101,Karl Darlow,/en/matches/845f6a86/Newcastle-United-Brighton-and-Hove-Albion-September-20-2020-Premier-League,Neal Maupay,Scored,,0.359375,0.28125,0.021485245,0.140625,0.15625,0.23318732,0.0625,-0.03125,0.028924707,-0.046875,0.015625,-0.022329368,-0.21875,0.09375,0.18742141,-0.109375,0.25,-0.032149192,0.0,0.0,0.0,-0.171875,-0.234375,-0.03358083,-0.171875,-0.25,-0.07774203,-0.3125,-0.296875,-0.13402021,-0.15625,-0.046875,0.12833716,-0.15625,-0.109375,0.1699616,-0.15625,-0.234375,-0.0307495,-0.203125,-0.21875,-0.08871313,-0.0625,-0.140625,-0.17227098,-0.09375,0.203125,0.046811987
102,Alisson,/en/matches/c64e5792/Chelsea-Liverpool-September-20-2020-Premier-League,Jorginho,Missed,,-0.1875,0.3125,0.049079444,-0.21875,0.140625,0.102638334,-0.0625,0.0,0.013753709,0.0625,0.0,-0.03752849,0.0625,0.125,-0.078661114,0.078125,0.34375,-0.08702046,0.0,0.0,0.0,-0.09375,-0.21875,-0.023890702,-0.125,-0.25,-0.098230235,-0.234375,-0.390625,-0.07572295,-0.21875,0.015625,0.02973788,-0.203125,-0.09375,0.0060628024,-0.171875,-0.21875,-0.03706831,-0.015625,-0.234375,-0.10334165,0.140625,-0.140625,-0.08303742,0.1875,0.015625,-0.1367897
103,Emiliano Martínez,/en/matches/98b4b5b6/Aston-Villa-Sheffield-United-September-21-2020-Premier-League,John Lundstram,Missed,,-0.1875,0.234375,-0.10179154,-0.125,0.09375,0.013590743,-0.0625,0.0,-0.030227836,0.046875,0.0,0.030286439,0.1875,0.1875,0.23509458,0.15625,0.171875,0.41210476,0.0,0.0,0.0,0.171875,-0.171875,-0.025777444,0.171875,-0.171875,-0.063244,0.265625,-0.3125,0.0009796815,-0.21875,0.21875,-0.12156087,-0.140625,0.0625,-0.11319102,0.171875,-0.171875,-0.10169238,0.1875,-0.140625,-0.002129518,0.21875,-0.03125,0.06539926,0.3125,0.140625,0.12732017
104,Rui Patrício,/en/matches/1c17eca3/Wolverhampton-Wanderers-Manchester-City-September-21-2020-Premier-League,Kevin De Bruyne,Scored,,-0.421875,0.359375,-0.01833968,-0.21875,0.15625,0.14440027,-0.0625,-0.015625,-0.0051464355,0.078125,0.03125,0.0042586876,0.125,0.140625,0.08556644,-0.078125,0.359375,-0.13843697,0.0,0.0,0.0,0.125,-0.25,-0.049253084,0.140625,-0.265625,-0.13224657,0.203125,-0.421875,-0.016285434,-0.140625,-0.015625,-0.0066589573,-0.125,-0.171875,-0.04294963,-0.015625,-0.28125,-0.08905133,0.265625,-0.234375,-0.06581679,0.28125,-0.03125,0.038886674,0.3125,0.09375,0.01977415
105,David de Gea,/en/matches/21495573/Brighton-and-Hove-Albion-Manchester-United-September-26-2020-Premier-League,Neal Maupay,Scored,,-0.453125,0.359375,-0.060216825,-0.21875,0.171875,0.11230888,-0.0625,0.0,-0.004644536,0.0625,0.015625,0.019283617,0.125,0.125,0.14252393,-0.03125,0.359375,-0.039445944,0.0,0.0,0.0,0.078125,-0.25,-0.04384402,0.078125,-0.28125,-0.100283,0.125,-0.453125,-0.058563817,-0.15625,-0.078125,-0.091545306,-0.140625,-0.15625,-0.025158688,-0.046875,-0.265625,-0.0915361,0.21875,-0.21875,-0.06984336,0.234375,-0.046875,-0.022069806,0.25,0.140625,-0.12533434
106,Mathew Ryan,/en/matches/21495573/Brighton-and-Hove-Albion-Manchester-United-September-26-2020-Premier-League,Bruno Fernandes,Scored,,-0.078125,0.265625,-0.073667206,-0.234375,0.0625,0.15947874,-0.015625,0.015625,0.011289085,0.03125,0.0,-0.012751456,0.140625,0.1875,0.042599235,0.328125,0.34375,-0.0373825,0.0,0.0,0.0,-0.109375,-0.1875,-0.05345896,-0.109375,-0.203125,-0.1044057,-0.234375,-0.3125,-0.13159412,-0.328125,-0.09375,0.06500879,-0.171875,-0.078125,0.055335935,-0.15625,-0.234375,-0.06753596,-0.03125,-0.1875,-0.16467096,0.09375,-0.046875,-0.17365468,0.125,0.109375,-0.18810505
107,Vicente Guaita,/en/matches/7387a72e/Crystal-Palace-Everton-September-26-2020-Premier-League,Richarlison,Scored,,0.15625,0.28125,-0.06522717,0.0625,0.125,-0.077463254,-0.0625,0.0,-0.053306915,0.0625,0.0,0.036033876,0.21875,0.140625,0.107433826,0.234375,0.265625,0.034722287,0.0,0.0,0.0,0.109375,-0.1875,-0.017509062,0.140625,-0.21875,-0.08017605,0.234375,-0.34375,-0.07796461,-0.140625,0.03125,-0.13874319,-0.078125,-0.109375,-0.08936938,0.046875,-0.203125,-0.1006004,0.1875,-0.1875,-0.06219578,0.25,-0.078125,0.04278291,0.328125,0.015625,0.022192448
108,Hugo Lloris,/en/matches/002c4e89/Tottenham-Hotspur-Newcastle-United-September-27-2020-Premier-League,Callum Wilson,Scored,,0.140625,0.25,0.0114737805,0.15625,0.09375,0.060740333,0.0,0.0,-0.043694608,-0.046875,0.0,0.025544291,0.140625,0.09375,0.1349299,0.140625,0.234375,0.12438863,0.0,0.0,0.0,0.0625,-0.15625,-0.0470736,0.0625,-0.171875,-0.0946178,-0.03125,-0.359375,-0.097641386,0.15625,-0.296875,-0.070266925,0.15625,-0.234375,-0.06660597,0.109375,-0.21875,-0.10839574,0.0625,-0.1875,-0.06647628,0.078125,-0.140625,-0.031934258,-0.03125,0.0625,0.0656936
109,Ederson,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,Jamie Vardy,Scored,,0.375,0.359375,0.021832008,0.21875,0.1875,0.27166685,0.078125,-0.015625,0.020286165,-0.03125,0.0,-0.006401983,-0.1875,0.09375,0.38617644,-0.015625,0.3125,-0.008141924,0.0,0.0,0.0,-0.109375,-0.296875,0.0075292056,-0.125,-0.359375,0.028527956,-0.171875,-0.53125,0.011067584,0.28125,-0.03125,0.10828539,0.140625,-0.1875,-0.0091438,0.015625,-0.328125,0.031714324,-0.25,-0.265625,-0.02038515,-0.203125,-0.03125,0.0848074,-0.15625,0.046875,0.16256031
110,Ederson,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,Jamie Vardy,Scored,,-0.171875,0.265625,0.004396311,-0.1875,0.109375,0.15983455,-0.0625,-0.015625,0.024013015,0.03125,0.015625,-0.026106136,-0.09375,0.109375,-0.0011698392,-0.09375,0.3125,-0.0761577,0.0,0.0,0.0,-0.0625,-0.21875,-0.061352115,-0.0625,-0.21875,-0.14069606,-0.140625,-0.359375,-0.11508409,-0.234375,-0.203125,-0.032444406,-0.265625,-0.15625,0.014146029,-0.15625,-0.25,-0.08763386,0.03125,-0.1875,-0.14647906,0.140625,-0.203125,-0.08856811,0.25,-0.15625,-0.12495559
